edge,MAE,RMSE
Lexington_38toLexington_39,0.8262776504247727,1.0528041775341712
Lexington_44toLexington_45,0.8427914334248167,1.0504320692964837
Madison_57toMadison_58,0.8375248019857243,1.0397020131491264
9_53to9_52,0.8117235984377255,1.0082650032814222
Lexington_36toLexington_37,0.8053212994614743,1.0074235403587732
Park_57toLexington_57,0.7868986951867196,0.985751450909213
5_31to5_30,0.7793510801815612,0.9705340545443337
9_33to9_32,0.7569205511922013,0.9599707067413931
7_31to8_31,0.7635852711218711,0.9495308079594897
9_55to9_54,0.7388572417370796,0.9313213328795356
Park_57toPark_58,0.7321792456867581,0.912178437523462
9_57to9_56,0.7244546900897978,0.9073784636132097
8_55to9_55,0.6976609199310442,0.8785486575770478
6_57to6_58,0.6880445926460593,0.8642610764477672
Lexington_56toLexington_57,0.6695461297843901,0.8406350352511714
Park_34toLexington_34,0.6613929963540851,0.8372449304054149
6_31to7_31,0.6451892617163173,0.7930698440619937
7_32to7_31,0.6361222785354876,0.7892163606658247
8_58to7_58,0.6027247743299186,0.7494949277084598
Lexington_32toLexington_33,0.5981208763767595,0.7479516155883048
6_58to5_58,0.5844354472122921,0.730525450500287
Madison_58toPark_58,0.563852984160029,0.6956589830751558
Park_32toLexington_32,0.49166036678519887,0.6338808466081383
8_57to9_57,0.4736374274318125,0.5975507693584555
8_57to8_58,0.35567018348976437,0.4706125096015409
7_31to7_30,0.3284613078748148,0.4248459054980244
9_32to9_31,0.2629280845286992,0.3638492897013016
Park_30toLexington_30,0.1813591776920251,0.23641271518682702
9_31to9_30,0.12306891250357925,0.1553472094155635
Lexington_30toLexington_31,0.11831873789079664,0.1490766134301989
Lexington_57toLexington_58,0.10964345123050401,0.13942509088592261
Park_58toLexington_58,0.10964345123050401,0.13942509088592261
8_31to9_31,0.10964345123050401,0.13942509088592261
