id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh472684,Bus,8.0,1.38,12,32,27,201,0
veh3468134,Bus,8.0,1.33,8,12,202,175,0
veh2905337,Bus,8.0,1.4,13,30,145,172,0
veh3096180,Bus,8.0,1.35,15,11,29,186,1
veh5342357,Bus,8.0,1.21,11,2,230,56,0
veh3846356,Bus,7.99,1.16,19,6,87,41,1
veh4409593,Bus,8.0,1.21,17,2,230,56,0
veh3189658,Bus,8.0,1.36,15,11,29,186,1
veh3657034,Bus,8.0,1.4,17,30,145,172,0
veh2439603,Bus,8.0,1.62,17,26,87,56,1
veh3096179,Bus,7.99,1.37,14,32,27,201,0
veh3468231,Bus,7.99,1.28,17,47,215,41,0
veh4591934,Bus,8.0,1.4,12,51,29,56,0
veh1783743,Bus,8.0,1.5,14,15,4,178,0
veh4123996,Bus,8.0,1.4,8,51,29,56,0
veh4124085,Bus,8.0,1.4,16,51,29,56,0
veh4875120,Bus,8.0,1.38,10,31,29,201,1
veh3468196,Bus,8.0,1.74,14,32,86,59,0
veh2532504,Bus,8.0,1.28,16,11,29,186,1
veh4969578,Bus,8.0,1.55,7,4,144,41,1
veh3846266,Bus,8.0,1.69,10,52,174,201,0
veh749505,Bus,8.0,1.4,13,30,145,172,0
veh3752861,Bus,7.97,1.22,19,45,207,33,0
veh5436975,Bus,7.98,1.49,12,15,4,178,0
veh4969648,Bus,8.0,1.62,13,24,144,178,1
veh5531606,Bus,8.0,1.4,17,30,145,172,0
veh2060447,Bus,8.0,1.28,22,11,29,186,1
veh3846336,Bus,8.0,1.65,17,24,144,178,1
veh1877339,Bus,7.99,1.28,20,11,29,186,1
veh1405139,Bus,8.0,1.66,5,22,174,48,1
veh2810650,Bus,8.0,1.16,6,6,87,41,1
veh749475,Bus,7.99,1.22,9,45,207,33,0
veh376792,Bus,8.0,1.38,21,31,29,201,1
veh565710,Bus,8.0,1.69,6,52,174,201,0
veh4502723,Bus,8.0,1.33,6,12,202,175,0
veh2060382,Bus,8.0,1.68,16,2,86,33,1
veh376639,Bus,8.0,1.33,7,12,202,175,0
veh4969685,Bus,8.0,1.15,17,6,87,41,1
veh2716104,Bus,8.0,1.55,9,26,87,56,1
veh5998606,Bus,8.0,1.5,13,4,144,41,1
veh3374099,Bus,8.0,1.21,5,45,207,33,0
veh5815101,Bus,8.0,1.4,15,30,145,172,0
veh5342463,Bus,8.0,1.21,21,45,207,33,0
veh5342395,Bus,8.0,1.28,16,11,29,186,1
veh6560609,Bus,8.0,1.7,19,2,86,33,1
veh2716097,Bus,8.0,1.33,8,12,202,175,0
veh4124138,Bus,8.0,1.54,20,26,87,56,1
veh4502714,Bus,7.99,1.21,5,45,207,33,0
veh1127899,Bus,8.0,1.74,14,32,86,59,0
veh5721601,Bus,8.0,1.55,13,4,144,41,1
veh6186910,Bus,7.99,1.38,22,31,29,201,1
veh5721557,Bus,7.99,1.15,9,6,87,41,1
veh3752757,Bus,8.0,1.16,10,6,87,41,1
veh1877246,Bus,8.0,1.65,11,24,144,178,1
veh2343511,Bus,8.0,1.7,16,52,174,201,0
veh3096204,Bus,8.0,1.44,17,46,87,114,0
veh3096106,Bus,8.0,1.45,8,46,87,114,0
veh6281119,Bus,8.0,1.16,4,6,87,41,1
veh6470481,Bus,8.0,1.74,18,32,86,59,0
veh3936036,Bus,8.0,1.54,14,26,87,56,1
veh1310838,Bus,7.99,1.4,7,30,145,172,0
veh3846286,Bus,7.99,1.74,12,32,86,59,0
veh937612,Bus,8.0,1.22,11,2,230,56,0
veh5815174,Bus,7.99,1.66,21,24,144,178,1
veh6281156,Bus,7.99,1.16,8,6,87,41,1
veh2154443,Bus,7.99,1.4,13,30,145,172,0
veh2060288,Bus,8.0,1.27,8,11,29,186,1
veh188368,Bus,8.0,1.57,13,22,174,48,1
veh6186853,Bus,8.0,1.4,17,30,145,172,0
veh1688037,Bus,8.0,1.7,8,54,144,117,0
veh2060347,Bus,8.0,1.38,12,32,27,201,0
veh1966460,Bus,8.0,1.55,10,26,87,56,1
veh6470521,Bus,7.99,1.22,21,2,230,56,0
veh1405309,Bus,8.0,1.4,20,51,29,56,0
veh4409477,Bus,8.0,1.71,7,54,144,117,0
veh1032174,Bus,7.99,1.37,10,17,12,186,0
veh4781218,Bus,8.0,1.15,18,6,87,41,1
veh6186775,Bus,8.0,1.54,9,4,144,41,1
veh282803,Bus,8.0,1.69,16,52,174,201,0
veh3935977,Bus,8.0,1.38,8,17,12,186,0
veh188378,Bus,8.0,1.16,14,6,87,41,1
veh1783787,Bus,8.0,1.65,18,24,144,178,1
veh4409562,Bus,7.99,1.44,15,46,87,114,0
veh3279589,Bus,8.0,1.29,20,11,29,186,1
veh937586,Bus,8.0,1.55,9,4,144,41,1
veh4591958,Bus,8.0,1.35,15,11,29,186,1
veh4686880,Bus,7.99,1.23,19,2,230,56,0
veh5721563,Bus,8.0,1.74,9,32,86,59,0
veh5248308,Bus,8.0,1.57,11,22,174,48,1
veh4030247,Bus,7.98,1.21,9,2,230,56,0
veh5248411,Bus,8.0,1.38,20,32,27,201,0
veh3846306,Bus,8.0,1.5,14,15,4,178,0
veh6560473,Bus,8.0,1.71,7,54,144,117,0
veh1405204,Bus,8.0,1.69,10,52,174,201,0
veh1594277,Bus,8.0,1.39,18,17,12,186,0
veh4969620,Bus,8.0,1.54,10,26,87,56,1
veh5248416,Bus,8.0,1.55,21,4,144,41,1
veh3468112,Bus,8.0,1.57,7,22,174,48,1
veh3752741,Bus,7.99,1.15,9,6,87,41,1
veh4969631,Bus,7.99,1.55,11,4,144,41,1
veh5721539,Bus,8.0,1.28,8,11,29,186,1
veh5065439,Bus,8.0,1.38,8,32,27,201,0
veh843943,Bus,7.98,1.21,11,45,207,33,0
veh5531486,Bus,8.0,1.33,6,12,202,175,0
veh2249001,Bus,7.99,1.55,7,22,174,48,1
veh1688113,Bus,7.99,1.23,15,45,207,33,0
veh2439522,Bus,8.0,1.44,9,46,87,114,0
veh937542,Bus,8.0,1.71,6,2,86,33,1
veh3563198,Bus,8.0,1.16,16,6,87,41,1
veh4124148,Bus,7.99,1.55,21,4,144,41,1
veh472776,Bus,7.99,1.4,21,30,145,172,0
veh5531669,Bus,8.0,1.38,22,17,12,186,0
veh188449,Bus,8.0,1.15,20,6,87,41,1
veh937556,Bus,8.0,1.71,7,54,144,117,0
veh2060426,Bus,7.99,1.22,19,45,207,33,0
veh1127896,Bus,8.0,1.16,14,6,87,41,1
veh6092258,Bus,8.0,1.35,8,11,29,186,1
veh2060261,Bus,8.0,1.28,5,47,215,41,0
veh4218651,Bus,8.0,1.4,5,30,145,172,0
veh3657054,Bus,7.99,1.49,18,15,4,178,0
veh2249171,Bus,8.0,1.38,22,31,29,201,1
veh188396,Bus,8.0,1.28,16,11,29,186,1
veh1032242,Bus,8.0,1.33,17,12,202,175,0
veh5065443,Bus,8.0,1.55,9,26,87,56,1
veh472768,Bus,8.0,1.48,20,26,87,56,1
veh1783689,Bus,8.0,1.66,9,22,174,48,1
veh2343439,Bus,8.0,1.4,9,30,145,172,0
veh1594134,Bus,7.99,1.54,6,26,87,56,1
veh2060259,Bus,7.99,1.57,5,22,174,48,1
veh376773,Bus,8.0,1.57,19,22,174,48,1
veh5904328,Bus,8.0,1.74,19,32,86,59,0
veh4030203,Bus,8.0,1.38,7,31,29,201,1
veh6560493,Bus,8.0,1.37,8,32,27,201,0
veh5065415,Bus,8.0,1.71,7,2,86,33,1
veh6470424,Bus,8.0,1.57,13,22,174,48,1
veh4781219,Bus,8.0,1.55,18,26,87,56,1
veh4218795,Bus,8.0,1.15,18,6,87,41,1
