id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh862010,Car,11.2,5.66,0,27,16,229,7
veh862027,Car,11.19,3.42,0,39,16,202,5
veh862052,Car,11.19,4.31,1,0,16,175,4
veh862073,Car,11.19,4.79,1,15,16,230,5
veh86210,Car,11.19,4.99,5,35,224,8,7
veh86237,Car,11.16,3.87,5,59,224,52,2
veh862432,Car,11.18,4.05,6,2,16,229,3
veh862456,Car,11.18,3.91,6,14,16,229,5
veh862488,Car,11.19,4.79,6,46,16,228,3
veh862523,Car,11.2,4.3,7,8,16,230,6
veh862710,Car,11.19,4.09,9,29,16,230,6
veh862723,Car,11.2,4.8,9,37,16,229,3
veh862865,Car,11.2,5.69,11,12,16,202,5
veh862900,Car,11.18,3.99,11,29,16,201,3
veh862907,Car,11.2,3.15,11,36,16,202,5
veh862916,Car,11.2,2.3,11,45,16,230,4
veh86303,Car,11.17,4.82,6,56,224,5,5
veh863044,Car,11.18,5.15,13,14,16,230,5
veh863108,Car,11.18,6.79,14,13,16,145,3
veh863159,Car,11.19,3.96,14,47,16,202,6
veh863181,Car,11.19,4.87,15,9,16,228,5
veh863219,Car,11.2,4.33,15,40,16,230,4
veh863238,Car,11.19,6.19,15,55,16,174,4
veh863360,Car,11.18,3.83,17,19,16,202,6
veh863375,Car,11.2,3.35,17,28,16,173,3
veh863383,Car,11.19,5.68,17,36,16,176,5
veh863385,Car,11.2,4.3,17,38,16,174,4
veh863389,Car,11.19,3.79,17,43,16,202,6
veh863402,Car,11.19,5.25,17,52,16,178,3
veh863416,Car,11.19,4.51,18,1,16,192,2
veh863468,Car,11.18,5.05,18,54,16,229,7
veh863500,Car,11.18,5.1,19,17,16,230,5
veh863517,Car,11.19,5.15,19,33,16,230,5
veh86359,Car,11.19,4.46,7,27,224,5,5
veh863602,Car,11.19,4.08,20,42,16,172,5
veh863681,Car,11.18,3.44,22,0,16,230,4
veh863781,Car,11.19,4.11,23,30,16,202,5
veh8640,Car,11.19,3.18,13,55,6,229,8
veh86403,Car,11.2,4.63,7,57,224,2,7
veh864060,Car,11.19,5.9,3,17,18,186,5
veh864062,Car,11.2,3.82,3,18,18,198,2
veh864155,Car,11.2,6.26,4,20,18,188,2
veh864157,Car,11.2,4.57,4,22,18,174,6
veh864231,Car,11.19,5.48,5,17,18,184,4
veh864351,Car,11.17,5.32,6,46,18,174,6
veh864361,Car,11.2,5.05,6,52,18,176,5
veh864380,Car,11.19,4.02,7,4,18,228,3
veh864386,Car,11.2,3.92,7,9,18,180,3
veh864598,Car,11.2,5.15,9,41,18,174,6
veh864600,Car,11.19,3.89,9,42,18,202,3
veh864635,Car,11.2,4.91,10,7,18,229,5
veh864637,Car,11.19,6.5,10,9,18,87,3
veh864682,Car,11.19,4.91,10,41,18,145,5
veh864702,Car,11.2,5.24,10,54,18,174,4
veh864721,Car,11.18,5.98,11,6,18,180,4
veh864750,Car,11.19,3.86,11,22,18,229,5
veh86490,Car,11.18,5.0,8,58,224,6,5
veh864904,Car,11.19,5.44,13,15,18,176,6
veh864951,Car,11.2,5.32,13,54,18,175,6
veh865010,Car,11.19,5.22,14,43,18,188,3
veh865032,Car,11.19,5.42,15,3,18,145,4
veh865077,Car,11.18,4.82,15,43,18,178,5
veh865165,Car,11.2,6.64,16,51,18,180,4
veh86522,Car,11.2,4.23,9,19,224,59,4
veh865333,Car,11.17,4.81,18,56,18,228,7
veh86536,Car,11.2,5.23,9,29,224,4,7
veh865363,Car,11.2,5.98,19,14,18,178,6
veh865430,Car,11.2,5.15,20,8,18,175,6
veh865437,Car,11.2,4.73,20,14,18,145,5
veh865496,Car,11.2,5.31,21,1,18,175,4
veh865596,Car,11.2,5.28,22,21,18,117,2
veh8657,Car,11.19,3.93,14,4,6,230,7
veh865755,Car,11.19,5.27,0,17,20,178,5
veh865769,Car,11.2,5.54,0,27,20,176,2
veh865779,Car,11.16,6.39,0,33,20,186,5
veh865798,Car,11.2,4.75,0,50,20,175,5
veh865826,Car,11.2,4.82,1,17,20,176,6
veh865930,Car,11.2,4.43,2,45,20,176,4
veh865940,Car,11.19,4.81,2,55,20,201,5
veh866019,Car,11.2,5.83,3,50,20,180,4
veh866087,Car,11.2,6.03,4,39,20,202,1
veh866234,Car,11.2,4.98,6,33,20,175,3
veh866260,Car,11.18,5.91,6,53,20,175,4
veh866278,Car,11.2,3.93,7,8,20,175,5
veh866282,Car,11.2,4.73,7,11,20,145,5
veh866310,Car,11.19,5.41,7,32,20,174,2
veh866371,Car,11.19,5.06,8,14,20,117,2
veh866450,Car,11.18,5.39,8,56,20,145,5
veh866574,Car,11.18,5.25,10,18,20,188,4
veh86663,Car,11.2,4.11,10,46,224,2,7
veh866648,Car,11.19,5.33,11,0,20,175,4
