id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh831467,Car,11.18,5.24,6,39,220,56,3
veh831481,Car,11.2,3.68,6,49,220,56,5
veh831538,Car,11.2,6.86,7,33,220,226,0
veh831569,Car,11.19,5.21,7,59,220,6,7
veh831752,Car,11.19,3.66,10,15,220,54,3
veh831758,Car,11.19,4.75,10,18,220,2,5
veh831779,Car,11.2,4.26,10,31,220,4,5
veh831883,Car,11.19,5.1,11,45,220,2,7
veh832142,Car,11.19,4.01,14,57,220,42,4
veh832171,Car,11.2,5.86,15,13,220,32,6
veh832212,Car,11.19,4.99,15,43,220,2,5
veh832303,Car,11.17,4.6,17,4,220,41,4
veh832349,Car,11.2,5.2,17,32,220,5,3
veh832369,Car,11.2,3.3,17,45,220,56,5
veh832489,Car,11.18,4.63,19,1,220,2,5
veh832520,Car,11.2,4.48,19,19,220,54,5
veh832581,Car,11.19,4.4,19,54,220,2,5
veh832618,Car,11.19,5.22,20,16,220,2,5
veh83263,Car,11.19,4.91,22,8,220,201,2
veh832733,Car,11.2,4.75,21,31,220,4,7
veh832761,Car,11.18,3.77,21,49,220,56,7
veh832844,Car,11.2,3.79,22,42,220,56,5
veh83294,Car,11.2,4.76,22,31,220,5,5
veh833083,Car,11.18,3.67,1,6,222,59,5
veh833092,Car,11.19,4.56,1,12,222,56,5
veh833094,Car,11.19,5.41,1,14,222,6,5
veh833138,Car,11.19,5.88,1,45,222,5,7
veh833162,Car,11.2,5.77,1,59,222,34,4
veh83317,Car,11.19,4.45,22,51,220,4,5
veh833178,Car,11.17,4.47,2,15,222,4,5
veh83320,Car,11.19,5.1,22,54,220,2,5
veh833493,Car,11.2,4.28,6,33,222,5,3
veh833500,Car,11.18,3.86,6,38,222,56,5
veh833643,Car,11.19,4.09,8,4,222,32,4
veh833645,Car,11.2,4.27,8,5,222,2,3
veh833707,Car,11.17,3.85,8,30,222,38,4
veh833708,Car,11.19,5.27,8,30,222,40,6
veh833711,Car,11.2,5.91,8,32,222,201,1
veh83378,Car,11.19,3.1,23,24,220,114,4
veh833803,Car,11.19,4.53,9,21,222,117,3
veh83383,Car,11.19,4.09,23,26,220,5,7
veh833878,Car,11.19,5.26,10,9,222,33,6
veh833932,Car,11.19,5.57,10,45,222,5,3
veh833941,Car,11.2,5.45,10,52,222,33,6
veh833942,Car,11.13,3.86,10,53,222,56,4
veh833964,Car,11.19,4.95,11,9,222,2,7
veh833970,Car,11.2,4.25,11,13,222,5,3
veh833974,Car,11.17,3.59,11,15,222,56,5
veh833992,Car,11.18,4.67,11,28,222,5,5
veh834070,Car,11.19,4.03,12,13,222,38,4
veh834169,Car,11.2,3.71,13,10,222,52,3
veh834173,Car,11.19,4.61,13,12,222,4,6
veh834228,Car,11.2,4.59,13,44,222,32,4
veh8343,Car,11.19,3.93,10,10,6,201,7
veh834365,Car,11.19,3.35,15,14,222,56,2
veh834366,Car,11.19,4.7,15,15,222,2,7
veh834395,Car,11.2,3.7,15,34,222,4,5
veh834461,Car,11.19,4.32,16,16,222,2,7
veh834495,Car,11.2,4.07,16,39,222,6,5
veh834513,Car,11.2,4.26,16,49,222,10,3
veh834517,Car,11.2,4.76,16,51,222,4,5
veh834576,Car,11.2,3.91,17,22,222,10,3
veh834723,Car,11.2,5.29,18,30,222,4,7
veh834773,Car,11.2,4.75,18,51,222,4,6
veh834774,Car,11.16,3.65,18,52,222,10,5
veh834843,Car,11.18,3.63,19,27,222,56,3
veh834871,Car,11.19,4.41,19,40,222,172,3
veh834893,Car,11.19,3.91,19,50,222,59,3
veh835068,Car,11.19,5.95,21,10,222,201,2
veh835209,Car,11.2,4.1,22,17,222,2,3
veh835265,Car,11.19,5.12,22,45,222,33,6
veh835271,Car,11.19,4.33,22,48,222,10,7
veh835312,Car,11.2,4.19,23,8,222,4,7
veh835360,Car,11.19,3.81,23,33,222,114,4
veh835381,Car,11.19,4.34,23,47,222,56,6
veh835444,Car,11.19,4.17,0,32,224,59,5
veh835447,Car,11.2,5.1,0,35,224,4,5
veh835466,Car,11.16,4.86,0,53,224,201,2
veh835522,Car,11.19,4.32,1,31,224,6,5
veh835612,Car,11.18,7.3,2,32,224,5,5
veh83563,Car,11.18,4.4,1,19,222,5,5
veh835729,Car,11.2,4.13,4,0,224,6,5
veh835752,Car,11.2,4.94,4,17,224,44,2
veh835787,Car,11.19,4.37,4,49,224,114,4
veh835932,Car,11.19,4.92,6,42,224,2,5
veh836090,Car,11.2,4.88,8,31,224,2,7
veh836127,Car,11.19,4.87,9,8,224,2,5
veh836152,Car,11.19,4.88,9,31,224,4,7
veh836154,Car,11.2,4.07,9,32,224,2,5
veh83616,Car,11.19,4.74,1,53,222,34,4
veh836160,Car,11.2,4.29,9,36,224,5,5
veh836256,Car,11.19,4.71,10,53,224,54,3
veh836273,Car,11.2,4.86,11,7,224,5,7
veh836295,Car,11.2,4.93,11,21,224,4,7
veh83639,Car,11.18,4.91,2,8,222,38,6
veh836431,Car,11.19,4.28,12,54,224,5,5
veh836451,Car,11.19,4.84,13,9,224,2,5
veh836572,Car,11.2,3.9,14,30,224,32,6
veh836594,Car,11.19,4.35,14,45,224,10,5
veh836622,Car,11.2,5.39,15,2,224,8,5
veh836683,Car,11.2,3.74,15,41,224,41,2
veh836863,Car,11.2,4.38,17,47,224,4,6
veh836889,Car,11.17,4.61,18,2,224,2,7
veh836923,Car,11.19,5.2,18,27,224,2,5
veh836996,Car,11.19,4.04,19,13,224,32,6
veh837242,Car,11.19,4.64,21,31,224,12,3
veh837266,Car,11.18,4.73,21,46,224,32,6
veh837272,Car,11.19,4.64,21,50,224,114,1
veh837283,Car,11.2,4.69,21,58,224,34,6
veh837299,Car,11.2,4.48,22,6,224,5,5
veh837327,Car,11.2,3.98,22,21,224,114,2
veh837409,Car,11.19,5.41,23,22,224,2,5
veh837428,Car,11.2,4.64,23,37,224,4,7
veh837481,Car,11.19,4.72,0,10,226,36,6
veh837518,Car,11.2,4.35,0,42,226,38,4
veh837549,Car,11.2,5.09,1,5,226,2,7
veh83755,Car,11.2,4.45,3,44,222,6,5
veh837550,Car,11.19,5.03,1,5,226,13,4
veh837705,Car,11.2,4.67,3,20,226,4,5
veh837767,Car,11.2,4.93,4,0,226,5,5
veh837866,Car,11.2,5.04,5,16,226,4,6
veh837876,Car,11.2,6.48,5,21,226,2,7
veh837993,Car,11.19,4.77,6,44,226,6,7
veh838024,Car,11.2,5.08,7,8,226,5,5
veh838204,Car,11.2,4.78,9,4,226,41,6
veh838229,Car,11.2,4.57,9,29,226,40,4
veh838283,Car,11.19,4.8,10,10,226,4,7
veh838370,Car,11.2,5.19,10,58,226,12,5
veh838444,Car,11.2,4.03,11,43,226,2,7
veh83849,Car,11.19,5.21,5,3,222,2,7
veh838497,Car,11.2,4.6,12,14,226,4,7
veh838596,Car,11.19,4.09,13,21,226,12,3
veh838773,Car,11.2,4.23,15,24,226,59,5
veh838797,Car,11.19,4.51,15,40,226,8,7
veh838798,Car,11.2,4.43,15,41,226,2,7
veh838860,Car,11.2,4.39,16,18,226,59,5
veh838899,Car,11.2,5.38,16,43,226,38,6
veh839000,Car,11.19,4.63,17,54,226,2,5
veh839006,Car,11.2,4.44,17,58,226,2,7
veh839025,Car,11.18,4.6,18,10,226,2,5
veh839038,Car,11.2,4.32,18,17,226,33,4
veh839092,Car,11.19,5.66,18,49,226,33,6
veh83915,Car,11.2,4.23,5,56,222,33,6
veh839191,Car,11.19,5.14,19,42,226,5,7
veh839237,Car,11.19,4.75,20,13,226,5,5
veh839250,Car,11.19,4.28,20,22,226,4,7
veh839254,Car,11.19,5.26,20,25,226,5,7
veh839300,Car,11.2,4.5,20,52,226,42,4
veh839470,Car,11.2,4.49,22,24,226,2,7
veh839602,Car,11.19,4.32,23,33,226,33,6
veh83984,Car,11.2,4.45,6,51,222,2,5
veh839871,Car,11.2,4.47,2,48,228,4,7
veh83991,Car,11.19,4.16,6,56,222,2,3
veh840071,Car,11.2,5.57,5,46,228,34,4
veh840330,Car,11.2,3.97,9,9,228,46,2
veh840334,Car,11.19,4.93,9,11,228,2,5
veh840352,Car,11.2,4.69,9,23,228,14,3
veh840360,Car,11.2,5.44,9,28,228,4,5
veh840666,Car,11.2,4.86,13,29,228,36,4
veh840682,Car,11.19,4.49,13,45,228,8,3
veh840723,Car,11.19,4.39,14,17,228,8,3
veh840728,Car,11.19,4.46,14,20,228,4,4
veh840745,Car,11.19,4.95,14,30,228,5,3
veh840801,Car,11.2,4.46,15,2,228,4,6
veh840859,Car,11.2,5.28,15,39,228,2,7
veh840907,Car,11.19,4.94,16,15,228,2,5
veh840941,Car,11.2,4.95,16,42,228,4,1
veh840972,Car,11.18,4.61,17,3,228,6,7
veh841017,Car,11.19,4.69,17,32,228,4,7
veh841065,Car,11.19,4.8,18,1,228,2,7
veh841084,Car,11.2,5.19,18,11,228,38,4
veh841099,Car,11.2,5.35,18,20,228,2,7
veh841220,Car,11.19,4.84,19,32,228,2,5
veh841353,Car,11.17,4.58,20,49,228,6,7
veh841515,Car,11.2,5.39,22,8,228,2,5
veh841594,Car,11.2,4.79,22,44,228,2,5
veh841611,Car,11.2,4.11,22,53,228,12,5
veh841614,Car,11.16,2.63,22,55,228,201,1
veh84164,Car,11.19,4.46,8,45,222,2,5
veh841689,Car,11.2,5.63,23,37,228,6,5
veh841701,Car,11.2,4.72,23,47,228,32,6
veh841734,Car,11.2,4.72,0,12,230,8,7
veh841738,Car,11.2,4.37,0,15,230,41,4
veh841757,Car,11.2,6.27,0,32,230,4,5
veh841925,Car,11.2,5.31,2,35,230,2,7
veh841943,Car,11.19,5.26,2,49,230,2,5
veh841991,Car,11.2,4.64,3,33,230,38,4
veh842027,Car,11.19,4.76,4,3,230,8,5
veh842031,Car,11.2,5.05,4,7,230,2,7
veh842082,Car,11.19,4.68,4,53,230,40,6
veh842086,Car,11.2,5.51,4,57,230,18,3
veh84215,Car,11.2,4.74,9,14,222,2,5
veh842250,Car,11.2,4.61,7,2,230,10,5
veh842266,Car,11.19,4.98,7,10,230,4,7
veh842287,Car,11.19,6.05,7,22,230,5,6
veh842343,Car,11.19,4.05,7,55,230,44,4
veh84236,Car,11.17,4.33,9,27,222,4,5
veh842405,Car,11.2,4.85,8,31,230,59,5
veh842424,Car,11.2,4.93,8,41,230,5,5
veh842479,Car,11.2,5.36,9,12,230,8,5
veh842530,Car,11.2,5.36,9,49,230,5,5
veh842608,Car,11.19,4.87,10,49,230,33,6
veh842610,Car,11.2,4.66,10,51,230,4,5
veh842636,Car,11.2,5.06,11,8,230,5,5
veh842660,Car,11.2,4.92,11,20,230,2,7
veh842727,Car,11.2,4.71,12,2,230,59,5
veh842731,Car,11.2,5.06,12,5,230,2,5
veh842755,Car,11.2,4.65,12,25,230,4,5
veh842914,Car,11.2,4.31,13,58,230,32,4
veh842921,Car,11.19,4.67,14,2,230,4,7
veh843011,Car,11.2,4.22,14,55,230,5,4
veh843139,Car,11.19,4.47,16,7,230,4,7
veh843150,Car,11.19,5.86,16,16,230,2,5
veh843213,Car,11.2,4.93,17,3,230,2,7
veh843221,Car,11.2,4.53,17,9,230,14,5
veh84328,Car,11.17,4.38,10,30,222,36,4
veh84349,Car,11.19,4.99,10,41,222,2,7
veh843672,Car,11.2,4.63,21,56,230,2,7
veh843718,Car,11.19,4.97,22,30,230,6,7
veh84376,Car,11.19,3.64,10,58,222,2,5
veh843787,Car,11.19,5.13,23,18,230,4,5
veh843817,Car,11.19,4.71,23,35,230,13,7
veh843822,Car,11.18,4.77,23,38,230,12,6
veh843853,Car,11.19,4.29,23,57,230,12,4
veh84413,Car,11.2,4.23,11,25,222,30,4
veh844138,Car,11.19,5.01,0,45,0,230,5
veh844145,Car,11.2,3.83,0,48,0,218,5
veh844174,Car,11.19,4.46,1,6,0,218,5
veh844209,Car,11.2,4.08,1,32,0,230,5
veh844229,Car,11.2,5.44,1,48,0,218,5
veh844284,Car,11.2,4.09,2,30,0,230,5
veh844345,Car,11.19,3.35,3,22,0,230,5
veh844375,Car,11.2,3.82,3,48,0,229,9
veh844462,Car,11.2,4.11,5,5,0,230,9
veh844509,Car,11.2,4.59,5,43,0,228,3
veh844583,Car,11.2,3.11,6,43,0,230,9
veh844623,Car,11.19,3.68,7,9,0,194,4
veh844840,Car,11.2,5.12,9,43,0,222,3
