id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh848674,Car,11.19,3.59,3,52,4,186,4
veh848690,Car,11.2,3.18,4,7,4,201,6
veh848772,Car,11.2,3.96,5,5,4,229,3
veh848937,Car,11.19,3.31,6,51,4,196,5
veh849033,Car,11.18,3.78,7,34,4,230,7
veh849091,Car,11.17,3.47,7,59,4,190,4
veh84910,Car,11.19,4.2,16,6,222,56,5
veh849174,Car,11.2,4.21,8,42,4,224,5
veh849220,Car,11.2,3.85,9,4,4,230,7
veh849243,Car,11.19,4.35,9,13,4,229,5
veh84935,Car,11.16,3.18,16,19,222,172,2
veh849443,Car,11.2,4.19,10,33,4,218,5
veh849493,Car,11.2,3.95,10,53,4,222,7
veh849520,Car,11.2,4.21,11,6,4,229,9
veh849562,Car,11.2,3.4,11,25,4,202,7
veh849662,Car,11.2,3.11,12,8,4,229,7
veh849766,Car,11.2,4.56,12,48,4,230,5
veh849801,Car,11.19,3.21,13,2,4,230,5
veh849834,Car,11.19,3.29,13,17,4,228,5
veh849966,Car,11.2,3.48,14,19,4,222,3
veh850016,Car,11.2,3.18,14,38,4,200,7
veh850026,Car,11.19,3.64,14,42,4,202,5
veh85004,Car,11.2,4.19,16,59,222,32,4
veh850052,Car,11.19,3.23,14,53,4,194,5
veh850106,Car,11.19,2.95,15,13,4,201,6
veh850192,Car,11.2,4.96,15,51,4,224,7
veh850279,Car,11.2,3.32,16,29,4,201,7
veh850380,Car,11.18,3.34,17,13,4,198,5
veh850515,Car,11.18,3.11,18,11,4,194,4
veh850569,Car,11.2,4.02,18,34,4,201,5
veh850597,Car,11.2,3.65,18,46,4,201,5
veh850632,Car,11.2,3.25,19,3,4,224,7
veh850784,Car,11.2,3.77,19,50,4,226,5
veh850866,Car,11.19,3.45,20,15,4,230,9
veh850930,Car,11.18,3.52,20,38,4,220,5
veh85110,Car,11.18,3.98,18,1,222,32,6
veh85117,Car,11.2,5.42,18,5,222,4,5
veh851189,Car,11.2,3.55,22,7,4,230,8
veh851200,Car,11.19,3.36,22,12,4,201,7
veh851288,Car,11.2,4.1,22,50,4,228,7
veh851324,Car,11.19,3.68,23,3,4,220,7
veh851325,Car,11.19,4.18,23,3,4,222,5
veh85138,Car,11.2,4.46,18,15,222,6,5
veh85145,Car,11.2,5.63,18,18,222,2,5
veh851468,Car,11.18,5.12,0,2,6,190,5
veh851511,Car,11.2,4.59,0,37,6,228,7
veh851530,Car,11.2,3.36,0,51,6,201,7
veh851548,Car,11.19,3.21,1,3,6,230,7
veh85159,Car,11.17,3.84,18,23,222,56,5
veh851599,Car,11.19,3.35,1,43,6,190,5
veh851701,Car,11.2,3.19,3,4,6,202,5
veh851729,Car,11.19,4.89,3,29,6,229,3
veh851813,Car,11.19,3.8,4,25,6,229,8
veh851816,Car,11.2,3.34,4,27,6,202,7
veh851834,Car,11.2,2.72,4,40,6,201,6
veh851855,Car,11.18,5.17,4,55,6,174,3
veh8519,Car,11.2,4.01,12,25,6,229,9
veh851930,Car,11.19,3.36,5,53,6,201,7
veh851942,Car,11.2,4.95,6,0,6,226,3
veh852132,Car,11.2,3.34,8,14,6,230,6
veh852161,Car,11.2,4.33,8,34,6,229,5
veh852242,Car,11.19,3.2,9,28,6,229,8
veh852248,Car,11.2,3.31,9,31,6,198,6
veh852285,Car,11.2,4.16,9,56,6,226,9
veh852286,Car,11.19,3.49,9,57,6,201,5
veh85234,Car,11.19,4.81,18,56,222,114,2
veh852348,Car,11.19,4.34,10,33,6,230,3
veh852371,Car,11.19,3.47,10,48,6,202,7
veh852381,Car,11.2,3.47,10,56,6,198,5
veh852393,Car,11.2,3.76,11,4,6,201,7
veh852487,Car,11.18,3.61,11,54,6,172,5
veh852556,Car,11.2,3.51,12,45,6,229,9
veh852564,Car,11.2,4.0,12,51,6,201,7
veh852613,Car,11.2,3.2,13,30,6,201,4
veh852668,Car,11.2,7.09,14,2,6,216,1
veh852704,Car,11.2,4.05,14,27,6,230,5
veh852832,Car,11.2,5.76,15,54,6,220,7
veh853011,Car,11.2,3.66,17,56,6,230,7
veh853020,Car,11.19,3.52,18,0,6,194,5
veh853073,Car,11.19,5.03,18,37,6,222,7
veh853153,Car,11.2,3.21,19,23,6,230,4
veh853231,Car,11.19,4.41,20,15,6,228,7
veh853242,Car,11.18,3.12,20,23,6,198,5
veh853310,Car,11.2,4.74,21,12,6,230,9
veh853314,Car,11.2,3.19,21,14,6,230,4
veh853335,Car,11.2,4.27,21,28,6,196,5
veh853336,Car,11.2,4.47,21,29,6,230,5
veh853448,Car,11.19,5.16,22,57,6,200,5
veh853457,Car,11.2,3.56,23,4,6,230,7
veh853532,Car,11.19,4.02,23,54,6,230,9
veh853591,Car,11.19,4.32,0,30,8,226,5
veh853613,Car,11.2,4.83,0,44,8,226,7
veh853631,Car,11.2,3.23,0,59,8,230,8
veh853686,Car,11.2,4.01,1,42,8,229,9
veh853797,Car,11.19,3.1,3,11,8,172,5
veh853883,Car,11.2,4.47,4,20,8,222,5
veh853952,Car,11.2,3.49,5,2,8,196,3
veh853954,Car,11.2,4.1,5,4,8,229,9
veh853976,Car,11.19,3.66,5,20,8,198,6
veh853986,Car,11.2,2.96,5,29,8,229,6
veh854020,Car,11.19,5.16,5,55,8,200,3
veh854185,Car,11.19,3.62,8,5,8,202,5
veh854249,Car,11.2,3.91,8,44,8,229,9
veh854308,Car,11.19,4.74,9,15,8,226,5
veh854334,Car,11.2,3.37,9,36,8,173,3
veh854516,Car,11.19,2.53,11,43,8,222,5
veh854559,Car,11.18,3.46,12,9,8,201,3
veh854569,Car,11.19,5.78,12,15,8,226,5
veh854589,Car,11.2,3.79,12,32,8,228,7
veh854595,Car,11.19,3.36,12,36,8,201,6
veh854611,Car,11.2,3.45,12,47,8,202,5
veh854774,Car,11.2,4.18,15,16,8,201,7
veh854852,Car,11.2,3.29,16,13,8,230,7
veh854861,Car,11.19,3.96,16,18,8,230,7
veh854967,Car,11.2,4.31,17,31,8,201,3
veh854994,Car,11.19,3.05,17,51,8,229,6
veh855057,Car,11.19,3.47,18,30,8,201,5
veh855064,Car,11.2,3.62,18,35,8,198,4
veh85508,Car,11.2,5.25,21,28,222,2,5
veh855102,Car,11.2,3.11,19,2,8,228,7
veh855124,Car,11.2,3.09,19,15,8,229,7
veh855132,Car,11.19,3.4,19,20,8,202,7
veh855143,Car,11.2,5.13,19,27,8,224,5
veh855229,Car,11.2,4.5,20,24,8,202,7
veh855242,Car,11.19,3.49,20,33,8,229,4
veh855326,Car,11.19,6.36,21,36,8,224,3
veh855378,Car,11.2,3.7,22,15,8,201,6
veh855451,Car,11.2,3.3,23,14,8,192,7
veh855457,Car,11.19,4.76,23,18,8,229,7
veh855521,Car,11.2,3.56,0,2,10,201,7
veh855590,Car,11.2,4.19,0,51,10,229,7
veh855646,Car,11.18,3.72,1,35,10,198,7
veh855782,Car,11.2,3.99,3,21,10,228,7
veh855841,Car,11.2,5.0,4,15,10,174,4
veh855857,Car,11.2,3.67,4,24,10,202,6
veh855935,Car,11.2,5.46,5,21,10,226,5
veh856009,Car,11.2,4.24,6,24,10,230,6
veh856023,Car,11.2,3.37,6,38,10,172,5
veh856058,Car,11.2,2.51,7,2,10,224,7
veh856072,Car,11.18,3.55,7,14,10,172,5
veh856091,Car,11.2,3.53,7,26,10,230,5
veh85628,Car,11.19,3.97,22,29,222,4,4
veh85630,Car,11.18,4.34,22,29,222,4,4
veh856346,Car,11.18,4.69,10,40,10,226,7
veh856356,Car,11.17,4.28,10,46,10,228,5
veh856399,Car,11.18,4.1,11,12,10,229,6
veh856433,Car,11.2,3.34,11,44,10,230,8
