id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh833591,Car,11.19,4.29,7,36,222,50,1
veh83362,Car,11.2,6.02,23,17,220,32,4
veh833650,Car,11.18,4.52,8,6,222,41,6
veh833762,Car,11.19,4.57,8,59,222,8,5
veh833880,Car,11.18,4.79,10,10,222,5,5
veh833892,Car,11.2,4.86,10,18,222,6,5
veh833907,Car,11.2,4.73,10,29,222,30,6
veh833929,Car,11.19,4.58,10,44,222,36,6
veh833982,Car,11.2,4.7,11,21,222,10,7
veh83402,Car,11.18,4.53,23,36,220,8,5
veh834045,Car,11.2,4.9,11,59,222,32,6
veh834079,Car,11.19,4.89,12,18,222,6,5
veh834118,Car,11.2,4.66,12,42,222,2,7
veh834174,Car,11.19,3.84,13,13,222,56,4
veh834227,Car,11.19,5.53,13,43,222,4,5
veh834316,Car,11.19,3.69,14,38,222,10,5
veh834362,Car,11.19,4.43,15,12,222,2,7
veh834438,Car,11.18,5.01,16,1,222,8,5
veh834530,Car,11.19,4.55,16,57,222,12,6
veh834541,Car,11.19,4.86,17,2,222,33,6
veh834556,Car,11.19,5.27,17,11,222,34,6
veh834597,Car,11.19,3.85,17,32,222,34,4
veh834614,Car,11.18,5.12,17,42,222,59,5
veh83473,Car,11.2,4.61,0,15,222,32,6
veh834790,Car,11.18,4.31,19,1,222,32,4
veh834796,Car,11.19,4.63,19,4,222,34,6
veh834819,Car,11.2,4.67,19,14,222,33,4
veh834831,Car,11.19,4.55,19,20,222,36,6
veh835064,Car,11.19,4.9,21,8,222,56,5
veh835083,Car,11.19,4.79,21,16,222,36,4
veh835116,Car,11.19,4.26,21,33,222,2,5
veh835142,Car,11.19,4.69,21,47,222,2,5
veh835207,Car,11.2,4.9,22,16,222,5,7
veh835239,Car,11.18,4.64,22,34,222,8,7
veh835249,Car,11.2,4.65,22,38,222,2,3
veh835287,Car,11.09,2.92,22,58,222,114,4
veh835416,Car,11.2,5.23,0,7,224,10,3
veh835514,Car,11.2,4.19,1,26,224,33,6
veh835550,Car,11.2,4.8,1,49,224,2,7
veh835570,Car,11.2,5.16,2,3,224,2,7
veh835717,Car,11.2,4.72,3,49,224,8,5
veh835930,Car,11.2,4.03,6,40,224,36,4
veh835940,Car,11.19,5.01,6,47,224,12,5
veh836012,Car,11.19,5.0,7,44,224,2,5
veh836096,Car,11.19,4.81,8,38,224,5,7
veh83624,Car,11.18,4.47,1,58,222,2,7
veh836241,Car,11.2,5.14,10,39,224,30,6
veh836243,Car,11.2,5.32,10,41,224,6,5
veh83628,Car,11.2,4.48,2,0,222,38,4
veh836339,Car,11.2,4.66,11,48,224,4,5
veh836380,Car,11.2,5.01,12,19,224,2,5
veh836397,Car,11.2,5.53,12,29,224,38,6
veh83643,Car,11.19,4.82,2,10,222,2,7
veh83646,Car,11.19,4.87,2,12,222,2,7
veh836491,Car,11.18,4.7,13,42,224,10,7
veh836518,Car,11.2,4.81,14,0,224,5,5
veh836547,Car,11.2,4.46,14,15,224,5,1
veh836559,Car,11.16,4.36,14,22,224,41,2
veh836579,Car,11.2,5.16,14,35,224,2,7
veh83683,Car,11.19,4.42,2,42,222,13,4
veh836854,Car,11.19,4.74,17,41,224,6,5
veh836944,Car,11.19,4.68,18,41,224,18,3
veh837036,Car,11.2,4.28,19,37,224,2,7
veh837068,Car,11.18,4.36,19,56,224,32,6
veh837077,Car,11.19,5.69,20,1,224,5,5
veh83719,Car,11.2,5.23,3,15,222,2,5
veh837309,Car,11.2,5.48,22,11,224,2,7
