id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh6560529,Bus,8.0,1.21,11,2,230,56,0
veh3846343,Bus,8.0,1.4,18,51,29,56,0
veh6092299,Bus,7.99,1.5,10,15,4,178,0
veh5158876,Bus,8.0,1.54,10,26,87,56,1
veh2249063,Bus,7.99,1.27,12,11,29,186,1
veh2622221,Bus,8.0,1.16,9,6,87,41,1
veh1499354,Bus,8.0,1.38,14,31,29,201,1
veh2905345,Bus,8.0,1.28,14,11,29,186,1
veh5248265,Bus,7.99,1.15,8,6,87,41,1
veh6560453,Bus,8.0,1.21,5,2,230,56,0
veh2622292,Bus,7.99,1.28,16,11,29,186,1
veh6092251,Bus,8.0,1.5,7,4,144,41,1
veh1499276,Bus,8.0,1.69,7,2,86,33,1
veh3374185,Bus,8.0,1.4,13,30,145,172,0
veh4686744,Bus,7.99,1.54,8,26,87,56,1
veh6281201,Bus,8.0,1.66,11,24,144,178,1
veh1499377,Bus,8.0,1.54,16,26,87,56,1
veh655170,Bus,8.0,1.22,17,45,207,33,0
veh5904287,Bus,8.0,1.16,16,6,87,41,1
veh4686823,Bus,8.0,1.57,15,22,174,48,1
veh5065405,Bus,8.0,1.7,6,2,86,33,1
veh6470477,Bus,8.0,1.16,18,6,87,41,1
veh3374169,Bus,8.0,1.4,11,30,145,172,0
veh2532478,Bus,8.0,1.66,13,24,144,178,1
veh655080,Bus,7.99,1.52,9,46,87,114,0
veh1405222,Bus,8.0,1.4,12,51,29,56,0
veh4502835,Bus,8.0,1.74,16,32,86,59,0
veh3279429,Bus,7.99,1.69,6,52,174,201,0
veh2343434,Bus,7.99,1.36,9,11,29,186,1
veh472722,Bus,8.0,1.49,16,15,4,178,0
veh5626657,Bus,8.0,1.69,22,2,86,33,1
veh2999860,Bus,8.0,1.66,18,24,144,178,1
veh4781084,Bus,8.0,1.7,6,52,174,201,0
veh3752877,Bus,8.0,1.66,21,24,144,178,1
veh4030353,Bus,7.99,1.27,19,47,215,41,0
veh5342423,Bus,8.0,1.69,18,2,86,33,1
veh2622349,Bus,7.99,1.37,20,17,12,186,0
veh6186846,Bus,8.0,1.39,16,17,12,186,0
veh1127876,Bus,7.99,1.22,11,2,230,56,0
veh5531600,Bus,8.0,1.48,16,15,4,178,0
veh3752759,Bus,8.0,1.69,10,52,174,201,0
veh655132,Bus,8.0,1.55,14,26,87,56,1
veh1783775,Bus,8.0,1.33,17,12,202,175,0
veh6092401,Bus,8.0,1.55,20,26,87,56,1
veh1310916,Bus,7.98,1.21,13,2,230,56,0
veh4591961,Bus,8.0,1.4,15,30,145,172,0
veh3656995,Bus,8.0,1.7,13,54,144,117,0
veh1594227,Bus,8.0,1.55,14,26,87,56,1
veh2060317,Bus,7.99,1.28,9,47,215,41,0
veh2716196,Bus,7.98,1.21,17,2,230,56,0
veh1687995,Bus,8.0,1.45,5,46,87,114,0
veh5998585,Bus,8.0,1.49,10,15,4,178,0
veh2532549,Bus,8.0,1.65,19,24,144,178,1
veh1594210,Bus,8.0,1.71,12,2,86,33,1
veh3374271,Bus,8.0,1.33,20,17,12,186,0
veh6377179,Bus,8.0,1.7,4,52,174,201,0
veh3846354,Bus,7.98,1.38,18,32,27,201,0
veh5065477,Bus,8.0,1.39,12,31,29,201,1
veh5721508,Bus,7.99,1.44,5,46,87,114,0
veh5904346,Bus,8.0,1.44,21,46,87,114,0
veh3468257,Bus,8.0,1.71,19,54,144,117,0
veh565866,Bus,8.0,1.33,19,12,202,175,0
veh5342456,Bus,8.0,1.44,21,46,87,114,0
veh4313490,Bus,8.0,1.16,20,6,87,41,1
veh5531523,Bus,8.0,1.44,9,46,87,114,0
veh4592033,Bus,8.0,1.5,21,4,144,41,1
veh5437045,Bus,8.0,1.45,19,46,87,114,0
veh282830,Bus,8.0,1.65,18,24,144,178,1
veh6281176,Bus,8.0,1.57,9,22,174,48,1
veh3189712,Bus,8.0,1.74,19,32,86,59,0
veh749596,Bus,8.0,1.4,21,30,145,172,0
veh4313419,Bus,8.0,1.16,14,6,87,41,1
veh4502818,Bus,8.0,1.35,15,11,29,186,1
veh4781211,Bus,7.99,1.71,17,54,144,117,0
veh2999879,Bus,7.99,1.21,19,2,230,56,0
veh2249172,Bus,8.0,1.4,22,51,29,56,0
veh94269,Bus,8.0,1.65,15,24,144,178,1
veh4218741,Bus,8.0,1.38,13,30,145,172,0
veh2622310,Bus,8.0,1.71,17,54,144,117,0
veh5065428,Bus,7.99,1.44,8,46,87,114,0
veh3468204,Bus,8.0,1.57,15,22,174,48,1
veh5626610,Bus,8.0,1.69,18,52,174,201,0
veh5721555,Bus,8.0,1.35,9,11,29,186,1
veh4591865,Bus,7.99,1.49,6,15,4,178,0
veh1127962,Bus,7.99,1.28,19,47,215,41,0
veh1311013,Bus,8.0,1.74,22,32,86,59,0
veh3279523,Bus,8.0,1.74,14,32,86,59,0
veh2999730,Bus,8.0,1.57,7,22,174,48,1
veh1032202,Bus,8.0,1.28,14,11,29,186,1
veh1499447,Bus,8.0,1.69,22,52,174,201,0
veh4686790,Bus,7.97,1.28,11,47,215,41,0
veh4030194,Bus,8.0,1.16,6,6,87,41,1
veh188445,Bus,8.0,1.22,19,45,207,33,0
veh2154458,Bus,7.99,1.39,14,17,12,186,0
veh4030363,Bus,8.0,1.49,20,15,4,178,0
veh376787,Bus,8.0,1.69,20,52,174,201,0
veh3279554,Bus,8.0,1.5,17,4,144,41,1
veh6092315,Bus,7.99,1.37,12,17,12,186,0
veh6470335,Bus,7.99,1.66,5,24,144,178,1
veh5904326,Bus,8.0,1.66,19,22,174,48,1
veh565772,Bus,8.0,1.38,10,32,27,201,0
veh3096178,Bus,8.0,1.5,14,15,4,178,0
veh6186818,Bus,8.0,1.28,14,11,29,186,1
veh3935969,Bus,8.0,1.4,8,30,145,172,0
veh5815050,Bus,8.0,1.21,9,45,207,33,0
veh2810787,Bus,8.0,1.55,18,26,87,56,1
veh5815013,Bus,8.0,1.55,7,4,144,41,1
veh3656925,Bus,8.0,1.66,7,24,144,178,1
veh4592022,Bus,7.99,1.16,20,6,87,41,1
veh3936083,Bus,8.0,1.55,18,4,144,41,1
veh3936037,Bus,8.0,1.69,14,2,86,33,1
veh1877220,Bus,8.0,1.4,9,30,145,172,0
veh4781199,Bus,8.0,1.74,16,32,86,59,0
veh2249090,Bus,8.0,1.39,15,31,29,201,1
veh4218688,Bus,8.0,1.71,8,2,86,33,1
veh1310897,Bus,7.99,1.7,11,54,144,117,0
veh843936,Bus,8.0,1.44,11,46,87,114,0
veh1127806,Bus,8.0,1.69,6,2,86,33,1
