id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh5626575,Bus,8.0,1.4,15,30,145,172,0
veh4781081,Bus,8.0,1.4,6,51,29,56,0
veh3096232,Bus,8.0,1.57,19,22,174,48,1
veh188428,Bus,8.0,1.7,18,54,144,117,0
veh5721634,Bus,8.0,1.74,16,32,86,59,0
veh1405295,Bus,8.0,1.55,19,26,87,56,1
veh3656969,Bus,8.0,1.74,10,32,86,59,0
veh2343535,Bus,8.0,1.68,18,2,86,33,1
veh1966562,Bus,8.0,1.28,19,47,215,41,0
veh4313377,Bus,7.99,1.28,9,47,215,41,0
veh3096111,Bus,7.99,1.55,8,4,144,41,1
veh2810788,Bus,7.99,1.69,18,52,174,201,0
veh94239,Bus,8.0,1.4,12,51,29,56,0
veh1127807,Bus,8.0,1.74,6,32,86,59,0
veh2060292,Bus,8.0,1.44,8,46,87,114,0
veh4591914,Bus,7.99,1.16,10,6,87,41,1
veh5065562,Bus,8.0,1.24,19,45,207,33,0
veh5531566,Bus,8.0,1.62,13,24,144,178,1
veh4409640,Bus,7.99,1.22,21,2,230,56,0
veh1877211,Bus,8.0,1.33,8,12,202,175,0
veh5158840,Bus,7.97,1.21,7,2,230,56,0
veh6560532,Bus,8.0,1.4,12,51,29,56,0
veh1499440,Bus,8.0,1.7,21,54,144,117,0
veh4875173,Bus,8.0,1.71,15,54,144,117,0
veh6186895,Bus,8.0,1.33,20,12,202,175,0
veh4124065,Bus,8.0,1.4,14,51,29,56,0
veh5998614,Bus,8.0,1.4,14,51,29,56,0
veh5065482,Bus,7.98,1.5,12,15,4,178,0
veh6092424,Bus,8.0,1.38,22,17,12,186,0
veh4591935,Bus,8.0,1.71,12,2,86,33,1
veh3657018,Bus,7.99,1.23,15,45,207,33,0
veh1032163,Bus,8.0,1.28,9,47,215,41,0
veh3752863,Bus,8.0,1.28,20,11,29,186,1
veh1127871,Bus,7.99,1.55,11,4,144,41,1
veh4030383,Bus,7.99,1.5,22,15,4,178,0
veh2999864,Bus,7.99,1.38,18,32,27,201,0
veh188352,Bus,8.0,1.57,11,22,174,48,1
veh6377282,Bus,8.0,1.4,14,51,29,56,0
veh188407,Bus,8.0,1.16,17,6,87,41,1
veh2154551,Bus,7.99,1.38,22,32,27,201,0
veh2532418,Bus,8.0,1.54,8,26,87,56,1
veh3468189,Bus,8.0,1.22,13,2,230,56,0
veh5065521,Bus,8.0,1.49,16,15,4,178,0
veh3374127,Bus,8.0,1.15,8,6,87,41,1
veh749462,Bus,8.0,1.38,9,31,29,201,1
veh5065447,Bus,8.0,1.7,9,2,86,33,1
veh5065518,Bus,8.0,1.69,16,2,86,33,1
veh1877344,Bus,8.0,1.33,20,12,202,175,0
veh4218831,Bus,8.0,1.44,21,46,87,114,0
veh3563232,Bus,8.0,1.39,19,31,29,201,1
veh4875252,Bus,8.0,1.74,22,32,86,59,0
veh2716067,Bus,8.0,1.74,6,32,86,59,0
veh3657081,Bus,8.0,1.45,21,46,87,114,0
veh1032254,Bus,8.0,1.66,18,24,144,178,1
veh3279495,Bus,8.0,1.55,11,4,144,41,1
veh1499343,Bus,7.99,1.5,12,15,4,178,0
veh1310997,Bus,8.0,1.38,20,32,27,201,0
veh1221767,Bus,8.0,1.4,12,51,29,56,0
veh937703,Bus,8.0,1.16,20,6,87,41,1
veh4969585,Bus,8.0,1.28,8,11,29,186,1
veh2905271,Bus,8.0,1.66,7,24,144,178,1
veh5531579,Bus,8.0,1.5,14,15,4,178,0
veh3096216,Bus,8.0,1.15,18,6,87,41,1
veh3846268,Bus,8.0,1.74,10,32,86,59,0
veh6470355,Bus,8.0,1.74,7,32,86,59,0
veh1405311,Bus,8.0,1.54,20,26,87,56,1
veh1127942,Bus,8.0,1.7,18,2,86,33,1
veh2999856,Bus,8.0,1.69,18,52,174,201,0
veh4591866,Bus,8.0,1.38,6,32,27,201,0
veh5815147,Bus,8.0,1.54,19,26,87,56,1
veh1221848,Bus,8.0,1.7,19,54,144,117,0
veh4591948,Bus,7.99,1.27,14,11,29,186,1
veh3846370,Bus,7.99,1.27,20,11,29,186,1
veh5815109,Bus,8.0,1.28,16,11,29,186,1
veh2248998,Bus,8.0,1.39,7,31,29,201,1
veh3468223,Bus,7.99,1.62,17,26,87,56,1
veh3096248,Bus,7.99,1.38,20,17,12,186,0
veh2154475,Bus,8.0,1.55,16,26,87,56,1
veh282836,Bus,7.99,1.15,19,6,87,41,1
veh4218755,Bus,8.0,1.74,14,32,86,59,0
veh565865,Bus,8.0,1.71,19,54,144,117,0
veh655181,Bus,8.0,1.71,18,54,144,117,0
veh565853,Bus,7.99,1.5,18,15,4,178,0
veh3563203,Bus,8.0,1.37,16,17,12,186,0
veh5904163,Bus,8.0,1.69,4,52,174,201,0
veh5815142,Bus,8.0,1.34,18,17,12,186,0
veh6281123,Bus,8.0,1.44,5,46,87,114,0
veh5437068,Bus,7.99,1.4,21,30,145,172,0
veh2810672,Bus,8.0,1.28,8,11,29,186,1
veh2532580,Bus,8.0,1.33,22,12,202,175,0
veh2249046,Bus,8.0,1.54,10,26,87,56,1
veh1499252,Bus,8.0,1.69,4,52,174,201,0
veh3279558,Bus,7.99,1.28,17,47,215,41,0
veh1405257,Bus,7.99,1.29,16,11,29,186,1
veh4030218,Bus,7.99,1.15,8,6,87,41,1
veh1594184,Bus,8.0,1.28,9,47,215,41,0
veh749482,Bus,8.0,1.69,10,2,86,33,1
veh6560510,Bus,8.0,1.38,10,31,29,201,1
veh843994,Bus,8.0,1.54,17,26,87,56,1
veh1877232,Bus,8.0,1.4,10,51,29,56,0
veh4409598,Bus,8.0,1.7,18,52,174,201,0
veh4591987,Bus,8.0,1.71,17,54,144,117,0
veh5436885,Bus,8.0,1.69,4,2,86,33,1
veh5721543,Bus,7.99,1.44,8,46,87,114,0
veh843984,Bus,8.0,1.17,16,6,87,41,1
veh4030229,Bus,7.99,1.38,8,17,12,186,0
veh1688054,Bus,8.0,1.33,9,12,202,175,0
veh3189557,Bus,8.0,1.4,6,51,29,56,0
veh3279610,Bus,8.0,1.4,22,51,29,56,0
veh1221724,Bus,8.0,1.71,8,54,144,117,0
veh1966420,Bus,8.0,1.7,7,54,144,117,0
veh4409573,Bus,7.99,1.16,16,6,87,41,1
veh1966569,Bus,8.0,1.69,20,52,174,201,0
veh2439586,Bus,8.0,1.66,15,24,144,178,1
veh3935981,Bus,8.0,1.39,9,31,29,201,1
veh6281139,Bus,8.0,1.49,6,15,4,178,0
veh5248397,Bus,8.0,1.62,19,24,144,178,1
veh2154376,Bus,8.0,1.55,7,4,144,41,1
veh6281165,Bus,8.0,1.7,8,54,144,117,0
veh843860,Bus,8.0,1.69,4,52,174,201,0
veh6092255,Bus,8.0,1.28,7,47,215,41,0
veh6560530,Bus,8.0,1.27,12,11,29,186,1
veh2905403,Bus,7.99,1.15,19,6,87,41,1
veh2439484,Bus,8.0,1.74,6,32,86,59,0
veh843927,Bus,7.99,1.16,10,6,87,41,1
veh2343407,Bus,7.99,1.4,7,30,145,172,0
veh3279568,Bus,8.0,1.51,18,4,144,41,1
veh5904324,Bus,8.0,1.44,19,46,87,114,0
veh4218790,Bus,8.0,1.27,17,47,215,41,0
veh4591910,Bus,7.98,1.22,9,45,207,33,0
veh4030340,Bus,8.0,1.37,18,32,27,201,0
veh4409552,Bus,8.0,1.4,14,51,29,56,0
veh3846369,Bus,8.0,1.22,19,2,230,56,0
veh4969718,Bus,8.0,1.51,19,4,144,41,1
veh5531501,Bus,8.0,1.21,7,45,207,33,0
veh376614,Bus,8.0,1.57,5,22,174,48,1
veh1688057,Bus,7.99,1.21,9,2,230,56,0
veh1688021,Bus,8.0,1.71,7,54,144,117,0
veh3189660,Bus,8.0,1.44,15,46,87,114,0
veh5626615,Bus,8.0,1.71,18,54,144,117,0
veh1127992,Bus,8.0,1.49,22,15,4,178,0
veh376766,Bus,8.0,1.49,18,15,4,178,0
veh6186771,Bus,8.0,1.4,9,30,145,172,0
veh565701,Bus,8.0,1.66,5,22,174,48,1
veh2154525,Bus,8.0,1.16,20,6,87,41,1
veh1966536,Bus,8.0,1.21,17,2,230,56,0
veh3846291,Bus,8.0,1.57,13,22,174,48,1
veh1127814,Bus,7.99,1.4,7,30,145,172,0
veh565793,Bus,8.0,1.66,13,24,144,178,1
veh6092367,Bus,7.99,1.28,17,47,215,41,0
veh4409526,Bus,7.99,1.4,11,30,145,172,0
veh5342461,Bus,8.0,1.7,21,54,144,117,0
veh4875217,Bus,8.0,1.4,19,30,145,172,0
veh6560508,Bus,8.0,1.22,9,45,207,33,0
veh1221741,Bus,7.99,1.33,9,12,202,175,0
veh4218748,Bus,8.0,1.22,13,2,230,56,0
veh1966507,Bus,8.0,1.57,15,22,174,48,1
veh1594304,Bus,8.0,1.38,21,31,29,201,1
veh2999798,Bus,7.98,1.49,12,15,4,178,0
veh6186889,Bus,8.0,1.21,19,2,230,56,0
veh472679,Bus,8.0,1.4,12,51,29,56,0
veh1310820,Bus,8.0,1.57,5,22,174,48,1
veh6560449,Bus,8.0,1.57,5,22,174,48,1
veh2154426,Bus,7.99,1.44,11,46,87,114,0
veh2343556,Bus,7.99,1.23,19,45,207,33,0
veh3279583,Bus,8.0,1.66,19,24,144,178,1
veh2622264,Bus,8.0,1.57,13,22,174,48,1
veh4313361,Bus,7.99,1.38,8,17,12,186,0
veh6092314,Bus,8.0,1.74,12,32,86,59,0
veh1127857,Bus,8.0,1.44,10,31,29,201,1
veh4218737,Bus,8.0,1.74,12,32,86,59,0
veh3279548,Bus,8.0,1.39,17,31,29,201,1
veh2532480,Bus,8.0,1.28,13,47,215,41,0
veh1966412,Bus,7.99,1.38,7,31,29,201,1
veh565813,Bus,8.0,1.55,15,4,144,41,1
veh2060342,Bus,8.0,1.4,12,51,29,56,0
veh188288,Bus,8.0,1.71,6,2,86,33,1
veh472649,Bus,8.0,1.74,9,32,86,59,0
veh4218814,Bus,8.0,1.55,19,4,144,41,1
