id,type,maxSpeed,averageSpeed,hour,minute,start_vertex_id,stop_vertex_id,turnsCount
veh847368,Car,11.2,3.32,15,23,2,202,7
veh847402,Car,11.18,4.45,15,54,2,220,7
veh847422,Car,11.2,4.21,16,11,2,224,7
veh847478,Car,11.2,5.53,17,3,2,224,5
veh847541,Car,11.2,4.37,17,52,2,229,7
veh847566,Car,11.2,4.1,18,11,2,226,7
veh847679,Car,11.2,4.23,19,21,2,226,7
veh847689,Car,11.2,5.53,19,26,2,230,5
veh847845,Car,11.19,4.25,20,45,2,230,4
veh847933,Car,11.2,4.2,21,28,2,226,5
veh847937,Car,11.19,3.79,21,30,2,224,9
veh847966,Car,11.2,4.87,21,46,2,220,5
veh847993,Car,11.2,5.0,22,0,2,228,5
veh84800,Car,11.2,4.18,15,0,222,32,4
veh848036,Car,11.18,3.17,22,20,2,192,5
veh848040,Car,11.19,5.03,22,22,2,226,7
veh848102,Car,11.2,4.91,22,50,2,229,9
veh848232,Car,11.2,3.32,0,0,4,194,5
veh848242,Car,11.2,3.25,0,6,4,190,5
veh848312,Car,11.19,3.2,0,38,4,224,7
veh848389,Car,11.19,3.81,1,9,4,228,7
veh848460,Car,11.2,3.27,1,44,4,230,7
veh848483,Car,11.19,3.97,1,53,4,226,7
veh848530,Car,11.19,4.33,2,17,4,229,7
veh848585,Car,11.2,2.87,2,48,4,201,6
veh848601,Car,11.2,4.17,3,1,4,228,7
veh848675,Car,11.2,4.24,3,53,4,228,5
veh848682,Car,11.19,3.61,3,59,4,226,7
veh848876,Car,11.2,3.46,6,15,4,201,5
veh848907,Car,11.19,3.24,6,35,4,200,7
veh849043,Car,11.19,3.4,7,38,4,228,7
veh849078,Car,11.19,3.37,7,53,4,194,7
veh849095,Car,11.2,3.28,8,1,4,230,6
veh849115,Car,11.19,2.91,8,13,4,230,6
veh849343,Car,11.19,2.98,9,53,4,202,7
veh849386,Car,11.2,4.2,10,9,4,200,7
veh849458,Car,11.19,3.82,10,39,4,228,5
veh849499,Car,11.19,3.04,10,56,4,228,5
veh849506,Car,11.2,4.13,10,59,4,226,7
veh84952,Car,11.2,5.55,16,29,222,32,6
veh849542,Car,11.19,3.82,11,16,4,202,7
veh849568,Car,11.2,3.05,11,28,4,229,6
veh849637,Car,11.19,3.41,11,58,4,202,7
veh849647,Car,11.19,3.33,12,2,4,226,5
veh849657,Car,11.2,3.67,12,6,4,230,7
veh849750,Car,11.2,3.08,12,42,4,201,6
veh849846,Car,11.2,3.57,13,23,4,201,5
veh849951,Car,11.19,3.62,14,14,4,230,5
veh849957,Car,11.19,3.63,14,16,4,201,5
veh849991,Car,11.2,4.16,14,28,4,218,3
veh850022,Car,11.2,3.05,14,40,4,201,7
veh850049,Car,11.2,3.62,14,52,4,220,5
veh850102,Car,11.2,3.19,15,11,4,201,6
veh850103,Car,11.19,3.56,15,12,4,228,9
veh850189,Car,11.19,2.84,15,50,4,192,5
veh850249,Car,11.2,3.83,16,18,4,229,7
veh850266,Car,11.2,2.72,16,25,4,201,7
veh850304,Car,11.19,3.53,16,40,4,226,7
veh850312,Car,11.2,5.34,16,44,4,214,5
veh850329,Car,11.2,4.15,16,50,4,229,7
veh850342,Car,11.2,4.02,16,55,4,230,7
veh850354,Car,11.19,3.79,17,0,4,229,5
veh850364,Car,11.2,2.95,17,5,4,202,3
veh850375,Car,11.19,3.6,17,10,4,228,9
veh850383,Car,11.19,3.81,17,14,4,230,7
veh850394,Car,11.19,3.87,17,18,4,228,5
veh850406,Car,11.2,3.9,17,23,4,228,9
veh850429,Car,11.18,3.54,17,32,4,229,7
veh850434,Car,11.2,2.94,17,35,4,202,4
veh850517,Car,11.19,6.28,18,12,4,218,3
veh850553,Car,11.2,3.82,18,27,4,228,7
veh850699,Car,11.2,3.13,19,30,4,201,5
veh850705,Car,11.2,4.82,19,31,4,229,7
veh850727,Car,11.19,3.63,19,36,4,201,7
veh850762,Car,11.19,3.85,19,44,4,192,3
veh850828,Car,11.19,3.4,20,3,4,230,5
veh850833,Car,11.2,3.08,20,5,4,226,7
veh850891,Car,11.2,4.26,20,24,4,229,8
veh850942,Car,11.2,3.81,20,43,4,228,9
veh850982,Car,11.2,3.01,20,55,4,230,8
veh850984,Car,11.19,3.1,20,56,4,196,6
veh851013,Car,11.2,3.22,21,6,4,196,6
veh851048,Car,11.19,3.18,21,18,4,201,3
veh851051,Car,11.19,3.1,21,19,4,202,5
veh851118,Car,11.2,3.47,21,43,4,230,8
veh851129,Car,11.19,4.04,21,47,4,230,6
veh851188,Car,11.19,3.2,22,7,4,190,4
veh851213,Car,11.19,2.93,22,17,4,200,7
veh851273,Car,11.2,3.52,22,45,4,230,6
veh851301,Car,11.2,4.53,22,55,4,229,9
veh851339,Car,11.18,4.2,23,8,4,229,9
veh851374,Car,11.2,4.13,23,25,4,200,7
veh851453,Car,11.18,2.88,23,56,4,194,4
veh851547,Car,11.19,4.89,1,2,6,200,5
veh851552,Car,11.19,3.79,1,5,6,228,5
veh851635,Car,11.2,3.04,2,16,6,228,9
veh85168,Car,11.2,4.99,18,27,222,2,5
veh851800,Car,11.19,3.16,4,17,6,202,4
veh851827,Car,11.2,3.98,4,34,6,226,7
veh852007,Car,11.18,3.73,6,49,6,230,9
veh852049,Car,11.18,6.56,7,18,6,216,3
veh852069,Car,11.2,4.52,7,30,6,229,5
veh852165,Car,11.2,3.71,8,37,6,224,5
veh852181,Car,11.18,3.13,8,48,6,200,7
veh85219,Car,11.2,4.14,18,50,222,2,5
veh852208,Car,11.2,4.36,9,6,6,230,7
veh852256,Car,11.2,3.52,9,37,6,202,7
veh852274,Car,11.19,5.25,9,48,6,218,3
veh852329,Car,11.2,4.37,10,22,6,224,7
veh852332,Car,11.2,3.37,10,24,6,228,7
veh852518,Car,11.2,4.65,12,17,6,229,3
veh852606,Car,11.2,3.13,13,25,6,201,4
veh852708,Car,11.2,3.07,14,29,6,229,2
veh852718,Car,11.2,3.28,14,36,6,230,8
veh852765,Car,11.2,4.51,15,9,6,229,7
veh852914,Car,11.19,4.28,16,44,6,202,5
veh85299,Car,11.2,4.85,19,36,222,5,3
veh852998,Car,11.19,3.63,17,49,6,228,5
veh853055,Car,11.2,4.99,18,22,6,230,5
veh853066,Car,11.2,5.1,18,30,6,175,3
veh853087,Car,11.19,4.4,18,47,6,222,5
veh853180,Car,11.2,3.27,19,39,6,198,7
veh853221,Car,11.15,2.97,20,10,6,201,6
veh853251,Car,11.19,3.69,20,29,6,202,7
veh853280,Car,11.2,4.15,20,52,6,230,9
veh853327,Car,11.19,3.4,21,23,6,230,8
veh853429,Car,11.2,3.9,22,42,6,228,9
veh853455,Car,11.2,5.23,23,2,6,222,7
veh853468,Car,11.18,4.26,23,14,6,224,3
veh853474,Car,11.17,3.08,23,18,6,173,5
veh853541,Car,11.19,3.17,23,58,6,229,8
veh853542,Car,11.18,3.53,23,59,6,226,7
veh853565,Car,11.19,3.93,0,14,8,196,3
veh85359,Car,11.19,4.85,20,12,222,2,7
veh853604,Car,11.2,3.15,0,38,8,229,8
veh853722,Car,11.18,5.38,2,11,8,226,7
veh85378,Car,11.18,4.29,20,23,222,8,5
veh853781,Car,11.15,3.33,2,56,8,201,6
veh85379,Car,11.2,4.63,20,23,222,4,4
veh853899,Car,11.19,3.08,4,31,8,201,5
veh853901,Car,11.2,3.4,4,32,8,230,5
veh85391,Car,11.19,4.39,20,30,222,30,4
veh854089,Car,11.19,4.28,6,59,8,220,7
veh854131,Car,11.19,4.25,7,29,8,196,5
veh854164,Car,11.2,3.65,7,51,8,202,6
veh854318,Car,11.2,3.31,9,24,8,201,7
veh854427,Car,11.2,3.6,10,50,8,229,8
veh85446,Car,11.19,4.43,21,0,222,59,5
veh854493,Car,11.19,3.58,11,29,8,202,7
veh85453,Car,11.2,4.18,21,4,222,4,5
veh854536,Car,11.2,4.25,11,55,8,230,5
veh8546,Car,11.2,5.18,12,53,6,228,7
veh854716,Car,11.2,4.5,14,12,8,228,5
veh854717,Car,11.18,3.93,14,13,8,200,5
veh854730,Car,11.19,5.53,14,25,8,222,3
veh854772,Car,11.19,3.33,15,15,8,201,7
veh854805,Car,11.2,2.21,15,41,8,192,4
veh854856,Car,11.19,3.67,16,15,8,229,8
veh854928,Car,11.2,3.78,17,7,8,200,5
veh85504,Car,11.19,4.87,21,26,222,8,7
veh855080,Car,11.2,3.71,18,45,8,192,4
veh855097,Car,11.19,5.86,19,0,8,224,1
veh855129,Car,11.18,5.43,19,18,8,174,4
veh855133,Car,11.19,4.93,19,20,8,230,5
veh855137,Car,11.18,2.92,19,23,8,228,9
veh855142,Car,11.2,4.07,19,26,8,230,5
veh855211,Car,11.19,2.89,20,14,8,200,5
veh855270,Car,11.19,5.19,20,53,8,145,5
veh855318,Car,11.18,3.2,21,31,8,229,2
veh855319,Car,11.2,4.31,21,32,8,229,7
veh855517,Car,11.18,3.74,23,59,8,194,2
veh855544,Car,11.19,3.83,0,19,10,198,5
veh855611,Car,11.19,3.66,1,6,10,202,5
veh855931,Car,11.2,3.91,5,18,10,226,7
veh856013,Car,11.2,3.29,6,28,10,196,5
veh856137,Car,11.2,3.22,7,58,10,201,6
veh856221,Car,11.18,4.45,9,4,10,222,7
veh856237,Car,11.19,4.48,9,14,10,201,3
veh85645,Car,11.19,6.14,22,37,222,36,6
veh856475,Car,11.17,3.8,12,12,10,229,9
veh85648,Car,11.19,4.3,22,38,222,8,5
veh856623,Car,11.19,3.5,14,14,10,198,5
veh856668,Car,11.19,4.57,14,44,10,230,5
veh856673,Car,11.19,4.13,14,47,10,200,7
veh856735,Car,11.19,3.75,15,33,10,201,7
veh856817,Car,11.2,3.8,16,31,10,230,6
veh856826,Car,11.2,3.21,16,40,10,172,4
veh856839,Car,11.2,3.4,16,50,10,230,4
veh856890,Car,11.2,3.58,17,35,10,200,7
veh856902,Car,11.19,7.28,17,42,10,145,4
veh856987,Car,11.2,5.41,18,29,10,229,5
veh857085,Car,11.19,3.96,19,40,10,229,5
veh85716,Car,11.2,4.15,23,15,222,5,7
veh857171,Car,11.2,3.91,20,49,10,228,9
veh85718,Car,11.2,5.72,23,16,222,5,5
veh857212,Car,11.2,3.42,21,24,10,226,3
veh857275,Car,11.2,4.63,22,11,10,220,5
veh857339,Car,11.2,4.14,23,1,10,194,3
veh857481,Car,11.18,3.33,0,48,12,202,7
veh857510,Car,11.17,6.69,1,3,12,175,4
veh857538,Car,11.2,2.95,1,24,12,230,5
veh857566,Car,11.19,3.84,1,42,12,230,5
veh857674,Car,11.18,5.92,2,50,12,174,5
veh857730,Car,11.2,3.45,3,38,12,201,5
veh857734,Car,11.19,4.21,3,42,12,229,5
veh857753,Car,11.2,5.11,3,54,12,175,4
veh857794,Car,11.2,3.03,4,20,12,202,5
veh857799,Car,11.16,3.62,4,24,12,229,6
veh857840,Car,11.19,3.03,4,53,12,229,6
veh857864,Car,11.2,3.38,5,7,12,228,3
veh857957,Car,11.19,3.0,6,3,12,201,5
veh857964,Car,11.19,3.85,6,8,12,229,7
veh857985,Car,11.19,3.06,6,24,12,228,7
veh857996,Car,11.2,3.83,6,33,12,229,4
veh858042,Car,11.19,3.35,7,10,12,201,6
veh858090,Car,11.18,3.33,7,42,12,172,5
veh858137,Car,11.2,6.4,8,13,12,59,2
veh858167,Car,11.18,5.08,8,37,12,201,5
veh858212,Car,11.18,3.49,9,3,12,230,5
veh858231,Car,11.2,3.45,9,12,12,192,3
veh858282,Car,11.18,3.7,9,43,12,229,7
veh858408,Car,11.19,4.18,11,7,12,230,4
veh858509,Car,11.2,4.52,12,15,12,174,1
