node_id,road_name,segment_start,segment_end,segment_length,direction,interval,year,month,day,day_of_week,hour,minute,lambda_car,lambda_bus
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,0,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,0,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,15,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,15,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,15,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,15,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,30,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,30,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,30,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,30,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,45,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,45,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,45,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,1,45,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,0,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,0,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,0,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,0,0.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,15,1.0,1.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,15,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,15,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,15,1.0,0.0
2,9_ave,34_st,14_st,98,south,15,2019,12,17,Tuesday,2,30,1.0,0.0
