date,time,edge,avg_speed,num_vehicles
1,79.00,8_42to8_43,24.38,1
1,79.00,9_35to9_34,23.740000000000002,2
1,79.00,8_36to8_37,25.0,1
1,79.00,9_34to8_34,4.92875,8
1,79.00,8_31to8_32,10.0,1
1,79.00,9_36to8_36,6.5,2
1,79.00,8_32to8_33,16.335,2
1,79.00,9_32to8_32,3.998888888888889,9
1,79.00,8_35to8_36,10.955,2
1,79.00,8_33to8_34,12.942499999999999,4
1,79.00,9_31to9_30,18.75,1
1,79.00,8_46to8_47,25.0,1
1,79.00,9_36to9_35,10.0,3
1,79.00,9_30to8_30,14.072500000000002,4
1,79.00,8_34to8_35,17.435000000000002,2
1,79.00,8_38to8_39,22.93,1
1,79.00,8_32to7_32,10.0,1
1,79.00,9_34to9_33,25.0,1
1,79.00,8_34to7_34,6.52,1
1,79.00,8_30to7_30,10.0,2
1,790.00,7_31to8_31,8.11,3
1,790.00,Madison_51toMadison_52,19.84,1
1,790.00,Lexington_31toLexington_32,10.0,1
1,790.00,9_36to9_35,4.0,5
1,790.00,Madison_38toMadison_39,10.0,1
1,790.00,8_57to8_58,0.0,11
1,790.00,Madison_41toMadison_42,10.0,1
1,790.00,9_53to9_52,0.0,1
1,790.00,Lexington_36toLexington_37,22.95,1
1,790.00,7_37to7_36,10.0,1
1,790.00,8_55to8_56,2.3242857142857143,7
1,790.00,Lexington_34toLexington_35,10.0,1
1,790.00,9_52to9_51,0.0,1
1,790.00,Lexington_33toPark_33,0.8888888888888888,9
1,790.00,Madison_39toMadison_40,10.0,2
1,790.00,Park_55toPark_54,10.0,1
1,790.00,5_44to5_43,11.666666666666666,3
1,790.00,Park_42toLexington_42,10.0,1
1,790.00,Madison_57to5_57,2.3763636363636365,11
1,790.00,9_30to8_30,10.0,2
1,790.00,9_46to9_45,0.0,2
1,790.00,9_34to9_33,0.0,5
1,790.00,6_57to7_57,0.0,10
1,790.00,Madison_43toMadison_44,10.0,1
1,790.00,8_35to8_36,9.12,2
1,790.00,9_45to9_44,0.0,3
1,790.00,Lexington_40toLexington_41,24.66,1
1,790.00,8_39to8_40,10.0,5
1,790.00,6_31to7_31,0.0,2
1,790.00,8_57to7_57,8.356,5
1,790.00,Lexington_35toLexington_36,14.62,3
1,790.00,Park_36toLexington_36,10.0,1
1,790.00,9_54to9_53,0.0,1
1,790.00,7_58to6_58,14.0,3
1,790.00,Park_56toPark_55,13.015,2
1,790.00,6_52to5_52,0.0,1
1,790.00,7_32to7_31,0.0,1
1,790.00,5_45to5_44,10.0,1
1,790.00,5_31to6_31,6.323333333333333,3
1,790.00,Madison_49toMadison_50,23.96,1
1,790.00,Madison_31to5_31,1.9892857142857143,14
1,790.00,5_57to6_57,9.655000000000001,2
1,790.00,Lexington_33toLexington_34,15.0,3
1,790.00,Park_31toMadison_31,5.0,2
1,790.00,Madison_38toPark_38,9.54,1
1,790.00,Madison_30toPark_30,10.0,1
1,790.00,Madison_44toPark_44,5.07,1
1,790.00,8_38to8_39,10.0,2
1,790.00,6_43to6_44,25.0,1
1,790.00,9_51to9_50,0.0,1
1,790.00,6_42to5_42,17.0,1
1,790.00,8_58to7_58,0.19714285714285712,21
1,790.00,7_56to6_56,9.803333333333333,3
1,790.00,9_49to9_48,0.0,2
1,790.00,Madison_30toMadison_31,0.0,6
1,790.00,Park_57toPark_56,10.0,3
1,790.00,Lexington_34toPark_34,2.25,2
1,790.00,9_37to9_36,2.0,8
1,790.00,Madison_40toMadison_41,10.0,1
1,790.00,8_38to7_38,10.0,1
1,790.00,8_36to8_37,6.733750000000001,8
1,790.00,7_57to8_57,0.9314285714285714,21
1,790.00,6_39to6_40,10.0,7
1,790.00,6_38to6_39,14.06,2
1,790.00,9_50to9_49,0.0,2
1,790.00,Park_31toPark_32,9.89,2
1,790.00,Park_32toPark_33,4.366666666666666,3
1,790.00,Madison_52toMadison_53,25.0,1
1,790.00,Park_30toPark_31,6.055,4
1,790.00,9_43to9_42,3.0,4
1,790.00,8_54to8_55,0.16666666666666666,6
1,790.00,8_57to9_57,10.0,1
1,790.00,9_42to9_41,0.0,3
1,790.00,9_39to9_38,0.0,3
1,790.00,9_38to9_37,0.8333333333333334,3
