date,time,edge,avg_speed,num_vehicles
1,1754.00,Madison_34to5_34,0.0,4
1,1754.00,Madison_57to5_57,0.0,5
1,1754.00,Park_53toPark_52,10.0,1
1,1754.00,Madison_30toMadison_31,0.0,2
1,1754.00,Madison_51to5_51,0.0,4
1,1754.00,Park_51toMadison_51,10.0,1
1,1754.00,8_44to8_45,1.75,4
1,1754.00,8_55to8_56,0.0,6
1,1754.00,Park_53toMadison_53,5.8149999999999995,2
1,1754.00,Madison_48toPark_48,7.56,1
1,1754.00,Lexington_43toPark_43,0.0,11
1,1754.00,8_49to8_50,6.507142857142858,7
1,1754.00,8_38to8_39,0.0,1
1,1754.00,5_31to6_31,18.52,1
1,1754.00,Madison_33to5_33,2.5,4
1,1754.00,6_36to6_37,10.0,1
1,1754.00,Lexington_47toPark_47,0.0,10
1,1754.00,Madison_51toMadison_52,10.0,1
1,1754.00,5_33to6_33,10.0,1
1,1754.00,Lexington_53toPark_53,1.5,8
1,1754.00,9_38to8_38,15.53,1
1,1754.00,7_46to6_46,0.0,1
1,1754.00,Lexington_37toPark_37,0.0,10
1,1754.00,8_58to7_58,0.0,18
1,1754.00,Lexington_41toPark_41,0.0,11
1,1754.00,9_36to9_35,0.0,1
1,1754.00,9_42to9_41,0.0,1
1,1754.00,6_51to6_52,0.0,1
1,1754.00,5_46toMadison_46,16.21,1
1,1754.00,Lexington_34toPark_34,0.0,11
1,1754.00,6_49to6_50,10.0,3
1,1754.00,Lexington_39toPark_39,0.0,11
1,1754.00,Lexington_55toPark_55,0.0,9
1,1754.00,Lexington_31toPark_31,0.0,7
1,1754.00,Park_38toLexington_38,10.0,1
1,1754.00,Lexington_35toPark_35,0.18181818181818182,11
1,1754.00,8_56to8_57,0.0,6
1,1754.00,Madison_53to5_53,3.62,2
1,1754.00,8_45to8_46,1.33,2
1,1754.00,Madison_41to5_41,0.0,4
1,1754.00,8_48to8_49,7.7,2
1,1754.00,8_33to9_33,10.0,1
