date,time,edge,avg_speed,num_vehicles
1,769.00,8_36to7_36,25.0,1
1,769.00,Madison_41toMadison_42,10.0,1
1,769.00,8_55to8_56,3.168,10
1,769.00,Park_31toMadison_31,0.0,4
1,769.00,7_32to6_32,0.0,1
1,769.00,7_32to7_31,0.0,1
1,769.00,5_48to5_47,10.0,1
1,769.00,Lexington_33toPark_33,5.605,4
1,769.00,9_38to9_37,3.8000000000000003,7
1,769.00,Lexington_37toLexington_38,25.0,1
1,769.00,Park_30toPark_31,6.055,4
1,769.00,8_32to8_33,0.0,1
1,769.00,Madison_37toMadison_38,10.0,2
1,769.00,8_37to8_38,10.0,6
1,769.00,8_34to8_35,10.707142857142857,7
1,769.00,9_36to9_35,0.0,3
1,769.00,Park_42toLexington_42,25.0,1
1,769.00,9_40to9_39,0.0,4
1,769.00,5_49to5_48,10.0,2
1,769.00,Park_32toPark_33,10.0,1
1,769.00,9_35to9_34,0.0,7
1,769.00,5_47to5_46,10.0,1
1,769.00,9_48to9_47,0.0,1
1,769.00,6_57to7_57,0.0,10
1,769.00,9_43to9_42,1.5925,4
1,769.00,9_32to9_31,10.0,1
1,769.00,9_34to9_33,0.0,5
1,769.00,6_54to5_54,7.0,1
1,769.00,5_46to5_45,10.0,1
1,769.00,8_56to7_56,8.303333333333333,3
1,769.00,9_33to9_32,21.0,1
1,769.00,8_58to7_58,0.0,22
1,769.00,Madison_30toMadison_31,0.0,6
1,769.00,8_54to8_55,2.675,10
1,769.00,Park_57toPark_56,10.0,2
1,769.00,9_31to9_30,10.0,1
1,769.00,9_50to9_49,0.0,3
1,769.00,7_39to7_38,10.0,2
1,769.00,8_35to8_36,9.965,8
1,769.00,6_36to6_37,7.5,2
1,769.00,Park_38toLexington_38,10.0,1
1,769.00,Lexington_35toLexington_36,24.66,1
1,769.00,8_33to8_34,3.86,3
1,769.00,7_40to7_39,10.0,1
1,769.00,5_30toMadison_30,9.17,2
1,769.00,9_52to9_51,0.0,1
1,769.00,Lexington_33toLexington_34,15.0,3
1,769.00,9_37to9_36,0.0,4
1,769.00,8_56to8_57,2.745,10
1,769.00,6_52to5_52,0.0,1
1,769.00,7_34to6_34,10.0,1
1,769.00,8_57to7_57,22.310000000000002,2
1,769.00,Madison_31to5_31,0.0,17
1,769.00,9_46to9_45,0.0,2
1,769.00,6_38to6_39,10.0,3
1,769.00,Madison_44toMadison_45,23.96,1
1,769.00,Lexington_31toLexington_32,4.333333333333333,3
1,769.00,7_54to6_54,0.0,1
1,769.00,9_44to9_43,3.3333333333333335,3
1,769.00,Madison_57to5_57,0.0,10
1,769.00,9_51to9_50,0.0,1
1,769.00,Madison_48toPark_48,5.68,1
1,769.00,6_31to7_31,3.2019999999999995,5
1,769.00,8_36to8_37,8.302857142857142,7
1,769.00,Madison_40toPark_40,10.0,1
1,769.00,8_57to8_58,0.0,11
1,769.00,9_53to9_52,0.0,1
1,769.00,9_42to9_41,0.0,3
1,769.00,9_49to9_48,0.0,1
1,769.00,9_57to9_56,0.0,1
1,769.00,Park_31toPark_32,10.0,1
1,769.00,9_47to9_46,0.0,2
1,769.00,9_41to9_40,0.0,2
1,769.00,Park_57toMadison_57,0.0,4
1,769.00,9_58to8_58,0.0,2
1,769.00,Lexington_32toLexington_33,10.0,1
1,769.00,7_58to7_57,0.0,1
1,769.00,Lexington_31toPark_31,0.0,8
1,769.00,Madison_36toMadison_37,10.0,1
1,769.00,6_37to6_38,4.591428571428572,7
1,769.00,6_38to5_38,10.0,1
1,769.00,9_55to9_54,0.0,1
1,769.00,7_57to8_57,0.5325,20
1,769.00,Madison_46toMadison_47,25.0,1
1,769.00,Park_58toPark_57,9.333333333333334,3
1,769.00,6_30to5_30,10.0,1
1,769.00,5_36toMadison_36,10.0,1
1,769.00,9_39to9_38,4.305,4
1,769.00,Madison_38toMadison_39,10.0,1
1,769.00,9_45to9_44,3.375,4
1,769.00,Madison_39toMadison_40,10.0,1
1,77.00,8_34to8_35,14.956666666666669,3
1,77.00,8_30to7_30,10.0,2
1,77.00,9_32to8_32,4.55125,8
1,77.00,9_34to8_34,4.86625,8
1,77.00,8_33to8_34,10.175,4
1,77.00,9_36to9_35,10.0,3
1,77.00,8_32to8_33,21.665,2
1,77.00,8_31to8_32,10.0,1
1,77.00,8_41to8_42,24.38,1
1,77.00,9_36to8_36,4.5,2
1,77.00,8_35to8_36,21.91,1
1,77.00,8_39to8_40,20.64,1
1,77.00,8_45to8_46,25.0,1
1,77.00,8_36to8_37,25.0,1
1,77.00,9_35to9_34,25.0,2
1,77.00,9_30to8_30,13.151666666666666,6
1,77.00,8_32to7_32,10.0,1
1,77.00,9_31to9_30,25.0,1
1,770.00,6_38to5_38,10.0,1
1,770.00,7_39to7_38,10.0,1
1,770.00,9_55to9_54,0.0,1
1,770.00,6_36to6_37,10.0,2
1,770.00,5_48to5_47,10.0,1
1,770.00,9_39to9_38,3.82,4
1,770.00,6_54to5_54,8.0,1
1,770.00,Park_31toPark_32,10.0,1
1,770.00,8_54to8_55,2.888,10
1,770.00,7_57to8_57,0.28250000000000003,20
1,770.00,9_53to9_52,0.0,1
1,770.00,Park_36toPark_37,23.51,1
1,770.00,9_44to9_43,5.0,3
1,770.00,9_49to9_48,0.0,1
1,770.00,Madison_44toMadison_45,23.96,1
1,770.00,Madison_39toMadison_40,10.0,1
1,770.00,9_43to9_42,0.8425,4
1,770.00,8_56to8_57,2.05,9
1,770.00,8_58to7_58,0.0,22
1,770.00,6_57to7_57,0.0,10
1,770.00,8_56to7_56,10.303333333333333,3
1,770.00,Madison_40toPark_40,7.33,1
1,770.00,9_36to9_35,0.0,3
1,770.00,Madison_31to5_31,0.0,17
1,770.00,9_42to9_41,0.0,3
1,770.00,8_33to8_34,0.0,2
1,770.00,6_52to5_52,0.0,1
1,770.00,6_38to6_39,15.0,3
1,770.00,9_51to9_50,0.0,1
1,770.00,7_54to6_54,0.0,1
1,770.00,Park_58toPark_57,9.906666666666666,3
1,770.00,Lexington_33toPark_33,3.664,5
1,770.00,9_35to9_34,0.0,7
1,770.00,6_30to5_30,10.0,1
1,770.00,Madison_38toMadison_39,10.0,1
