date,time,edge,avg_speed,num_vehicles
1,1671.00,Lexington_34toPark_34,0.0,11
1,1671.00,8_54to8_55,0.0,1
1,1671.00,8_38to8_39,0.0,1
1,1671.00,Lexington_55toPark_55,0.0,9
1,1671.00,Lexington_43toPark_43,0.0,11
1,1671.00,5_43to6_43,7.265000000000001,2
1,1671.00,7_46to6_46,9.28,1
1,1671.00,8_32to7_32,10.0,1
1,1671.00,Lexington_57toPark_57,0.0,9
1,1671.00,Madison_52toPark_52,10.0,1
1,1671.00,Lexington_53toPark_53,0.0,10
1,1671.00,9_34to9_33,0.0,3
1,1671.00,9_36to9_35,1.5,2
1,1671.00,Madison_30toMadison_31,0.0,2
1,1671.00,Madison_45to5_45,0.0,5
1,1671.00,8_33to8_34,0.0,1
1,1671.00,Lexington_42toPark_42,0.0,10
1,1671.00,8_44to8_45,0.0,4
1,1671.00,8_31to8_32,2.0,1
1,1671.00,Park_36toPark_35,0.0,1
1,1671.00,9_38to9_37,0.0,3
1,1671.00,6_57to7_57,0.0,1
1,1671.00,Lexington_41toPark_41,0.0,11
1,1671.00,8_56to8_57,0.0,6
1,1671.00,Madison_31to5_31,0.0,9
1,1671.00,Park_45toMadison_45,8.27,1
1,1671.00,6_51to6_52,0.0,1
1,1671.00,9_40to9_39,0.0,1
1,1671.00,Lexington_45toPark_45,0.9090909090909091,11
1,1671.00,Madison_39to5_39,0.0,3
1,1671.00,Madison_53to5_53,0.0,1
1,1671.00,8_45to8_46,0.0,21
1,1671.00,Madison_41to5_41,0.0,4
1,1671.00,5_58toMadison_58,10.0,1
1,1671.00,8_32to8_33,1.3333333333333333,3
1,1671.00,9_32to8_32,3.0,1
1,1671.00,Madison_47to5_47,3.3333333333333335,3
1,1671.00,Lexington_31toPark_31,0.0,8
1,1671.00,8_40to8_41,0.0,1
1,1671.00,Lexington_49toPark_49,0.0,9
1,1671.00,9_48to9_47,5.0,2
1,1671.00,7_44to6_44,0.0,2
1,1671.00,Lexington_35toPark_35,0.0,10
1,1671.00,5_51to6_51,6.97,1
1,1671.00,Park_33toMadison_33,22.04,1
1,1671.00,9_57to9_56,9.82,1
1,1671.00,Lexington_47toPark_47,1.6460000000000001,10
1,1671.00,Madison_34to5_34,0.0,3
1,1671.00,Park_52toLexington_52,10.0,1
1,1671.00,Madison_33to5_33,0.0,4
1,1671.00,8_41to8_42,0.0,1
1,1671.00,Madison_57to5_57,0.0,5
1,1671.00,7_40to6_40,0.0,2
1,1671.00,Lexington_39toPark_39,0.0,11
1,1671.00,8_42to8_43,2.5,4
1,1671.00,Lexington_33toPark_33,0.0,10
1,1671.00,8_57to8_58,0.0,6
1,1671.00,8_35to8_36,0.0,1
1,1671.00,Madison_58toPark_58,10.0,1
1,1671.00,9_35to9_34,10.0,1
1,1671.00,7_57to8_57,10.0,1
1,1671.00,9_47to9_46,25.0,1
1,1671.00,Madison_42to5_42,0.0,4
1,1671.00,Madison_55to5_55,0.0,2
1,1671.00,Madison_43to5_43,0.0,3
1,1671.00,8_58to7_58,0.0,21
1,1671.00,Lexington_51toPark_51,0.0,10
1,1671.00,9_44to8_44,0.0,1
1,1671.00,Lexington_37toPark_37,0.0,10
1,1671.00,Madison_51to5_51,2.875,4
1,1671.00,8_43to8_44,0.0,3
1,1671.00,8_55to8_56,0.0,6
1,1671.00,6_43to7_43,7.97,1
1,1671.00,Park_33toPark_34,0.0,10
1,1671.00,Madison_37to5_37,0.0,4
1,1671.00,Madison_35to5_35,0.0,3
1,1671.00,9_42to9_41,0.0,1
1,1671.00,6_45to6_46,0.0,3
1,1672.00,8_43to8_44,0.0,3
1,1672.00,8_33to8_34,0.0,1
1,1672.00,9_47to9_46,23.5,1
1,1672.00,6_57to7_57,0.0,1
1,1672.00,8_32to8_33,0.0,3
1,1672.00,Madison_37to5_37,0.0,4
1,1672.00,Madison_43to5_43,0.0,3
1,1672.00,9_42to9_41,0.0,1
1,1672.00,8_44to8_45,0.0,4
1,1672.00,Lexington_31toPark_31,0.0,8
1,1672.00,Lexington_51toPark_51,0.0,10
1,1672.00,Lexington_53toPark_53,0.0,10
1,1672.00,8_41to8_42,0.0,1
1,1672.00,5_43to6_43,10.0,1
1,1672.00,7_46to6_46,6.28,1
1,1672.00,6_45to6_46,0.0,3
1,1672.00,Park_45toMadison_45,9.27,1
1,1672.00,Madison_34to5_34,0.0,3
1,1672.00,8_56to8_57,0.0,6
1,1672.00,Madison_41to5_41,0.0,4
1,1672.00,Madison_52toPark_52,10.0,1
1,1672.00,8_55to8_56,0.0,6
1,1672.00,6_51to6_52,0.0,1
1,1672.00,Madison_33to5_33,0.0,4
1,1672.00,8_31to8_32,0.0,1
1,1672.00,Madison_57to5_57,0.0,5
1,1672.00,8_38to8_39,0.0,1
1,1672.00,Park_33toMadison_33,22.04,1
1,1672.00,9_48to9_47,5.5,2
1,1672.00,5_51to6_51,3.97,1
1,1672.00,9_57to9_56,10.0,1
1,1672.00,8_35to8_36,0.0,1
1,1672.00,5_45to6_45,18.06,1
1,1672.00,7_57to8_57,10.0,1
1,1672.00,Madison_39to5_39,0.0,3
1,1672.00,8_45to8_46,0.0,21
1,1672.00,Lexington_57toPark_57,0.0,9
1,1672.00,Park_33toPark_34,0.0,10
1,1672.00,Park_36toPark_35,0.0,1
1,1672.00,Madison_35to5_35,0.0,3
1,1672.00,9_34to9_33,0.0,3
1,1672.00,8_58to7_58,0.0,21
