date,time,edge,avg_speed,num_vehicles
1,565.00,6_31to7_31,12.660000000000002,3
1,565.00,9_56to9_55,11.753333333333332,6
1,565.00,9_35to9_34,0.0,2
1,565.00,Madison_30toPark_30,15.66,2
1,565.00,9_36to9_35,6.118,5
1,565.00,8_31to8_32,0.89375,16
1,565.00,9_57to8_57,8.75,1
1,565.00,6_52to5_52,9.64,2
1,565.00,9_56to8_56,0.0,1
1,565.00,9_58to8_58,0.0,3
1,565.00,9_44to9_43,10.770000000000001,6
1,565.00,9_31to9_30,21.29,1
1,565.00,7_52to6_52,0.25,4
1,565.00,8_53to8_54,0.0,1
1,565.00,7_54to6_54,0.0,6
1,565.00,9_34to9_33,4.264,5
1,565.00,9_42to9_41,10.3675,4
1,565.00,9_45to9_44,12.6,3
1,565.00,9_40to9_39,7.5,2
1,565.00,8_57to8_58,0.0,11
1,565.00,9_49to9_48,10.0,1
1,565.00,9_38to9_37,3.3333333333333335,3
1,565.00,6_30to6_31,6.275714285714286,7
1,565.00,9_57to9_56,4.333333333333333,3
1,565.00,9_37to9_36,6.5200000000000005,6
1,565.00,9_48to9_47,10.0,1
1,565.00,6_50to5_50,8.0,1
1,565.00,6_30to5_30,5.516666666666667,3
1,565.00,8_30to8_31,6.333333333333333,3
1,565.00,Madison_48toPark_48,10.0,1
1,565.00,8_55to8_56,0.0,12
1,565.00,7_57to8_57,3.494545454545454,11
1,565.00,9_52to9_51,13.8,4
1,565.00,7_46to6_46,0.0,1
1,565.00,9_46to9_45,11.120000000000001,5
1,565.00,9_47to9_46,6.125,4
1,565.00,8_56to8_57,0.0,6
1,565.00,9_54to9_53,10.0,2
1,565.00,7_50to6_50,3.3166666666666664,3
1,565.00,9_43to9_42,4.554285714285714,7
1,565.00,9_51to9_50,11.229999999999999,3
1,565.00,9_39to9_38,0.0,3
1,565.00,9_41to9_40,2.84,1
1,565.00,9_53to9_52,16.555,2
1,565.00,7_58to7_57,7.07,4
1,565.00,Madison_56toPark_56,10.0,1
1,565.00,8_58to7_58,0.0,22
1,565.00,Park_54toLexington_54,9.04,1
1,565.00,9_50to9_49,10.155000000000001,2
1,565.00,9_55to9_54,10.0,1
1,565.00,8_54to8_55,0.0,13
1,566.00,6_52to5_52,8.665,2
1,566.00,7_58to7_57,8.093333333333334,3
1,566.00,6_31to7_31,12.82,3
1,566.00,8_55to8_56,0.0,12
1,566.00,9_43to9_42,5.268571428571428,7
1,566.00,9_49to9_48,10.0,1
1,566.00,9_35to9_34,0.0,2
1,566.00,9_39to9_38,5.0,4
1,566.00,9_53to9_52,14.57,2
1,566.00,9_40to9_39,0.0,1
1,566.00,9_42to9_41,11.817499999999999,4
1,566.00,Madison_56toPark_56,10.0,1
1,566.00,9_50to9_49,10.105,2
1,566.00,7_46to6_46,0.0,1
1,566.00,9_31to9_30,21.29,1
1,566.00,9_57to9_56,4.833333333333333,3
1,566.00,9_55to9_54,10.0,1
1,566.00,Madison_34toPark_34,17.05,1
1,566.00,9_36to9_35,5.118,5
1,566.00,8_31to8_32,0.58125,16
1,566.00,8_58to7_58,0.0,22
1,566.00,9_54to9_53,10.0,2
1,566.00,8_53to8_54,0.0,1
1,566.00,7_52to6_52,0.0,4
1,566.00,9_48to9_47,10.0,3
1,566.00,9_57to8_57,9.75,1
1,566.00,7_57to8_57,3.0963636363636367,11
1,566.00,6_50to5_50,9.0,1
1,566.00,9_58to8_58,0.0,3
1,566.00,6_30to6_31,6.538333333333334,6
1,566.00,9_44to9_43,8.6775,4
1,566.00,9_56to9_55,13.426666666666668,6
1,566.00,7_50to6_50,1.875,2
1,566.00,9_34to9_33,3.2640000000000002,5
1,566.00,Park_54toLexington_54,10.0,1
1,566.00,9_51to9_50,9.274000000000001,5
1,566.00,Madison_48toPark_48,9.04,1
1,566.00,9_46to9_45,10.0,4
1,566.00,9_52to9_51,12.625,4
1,566.00,8_54to8_55,0.0,13
1,566.00,9_45to9_44,12.100000000000001,4
1,566.00,9_41to9_40,0.0,1
1,566.00,9_56to8_56,0.0,1
1,566.00,7_54to6_54,0.3333333333333333,6
1,566.00,9_38to9_37,5.0,4
1,566.00,Madison_30toPark_30,14.41,2
1,566.00,9_37to9_36,4.824,5
1,566.00,9_47to9_46,8.290000000000001,5
1,566.00,8_30to8_31,7.5,2
1,566.00,6_30to5_30,7.5,2
1,566.00,8_57to8_58,0.0,11
1,566.00,8_56to8_57,0.0,6
1,566.00,9_33to9_32,17.22,1
1,567.00,9_46to9_45,13.433333333333332,3
1,567.00,Madison_48toPark_48,6.04,1
1,567.00,9_45to9_44,13.533333333333333,3
1,567.00,7_46to6_46,0.0,1
1,567.00,8_30to8_31,7.0,3
1,567.00,Madison_30toPark_30,13.305,2
1,567.00,7_58to7_57,6.82,4
1,567.00,7_52to6_52,0.0,4
1,567.00,8_56to8_57,0.0,6
1,567.00,8_31to8_32,0.8411764705882353,17
1,567.00,Madison_56toPark_56,10.0,1
1,567.00,9_58to8_58,0.0,3
1,567.00,9_50to9_49,10.07,2
1,567.00,8_57to8_58,0.0,11
1,567.00,9_47to9_46,8.018,5
1,567.00,6_31to7_31,11.356666666666664,3
1,567.00,9_34to9_33,4.264,5
1,567.00,9_36to9_35,6.765000000000001,6
1,567.00,9_51to9_50,10.342500000000001,4
1,567.00,9_31to9_30,21.29,1
1,567.00,9_57to8_57,10.0,1
1,567.00,9_44to9_43,9.2125,4
1,567.00,7_50to6_50,0.5,2
1,567.00,6_30to6_31,5.865714285714286,7
1,567.00,9_35to9_34,0.0,2
1,567.00,9_53to9_52,12.07,2
1,567.00,9_49to9_48,10.0,1
1,567.00,9_38to9_37,5.0,4
1,567.00,Park_54toLexington_54,10.0,1
1,567.00,Madison_34toPark_34,22.05,1
1,567.00,6_30to5_30,10.0,2
1,567.00,8_53to8_54,0.0,1
1,567.00,9_39to9_38,4.375,4
1,567.00,6_50to5_50,11.635,2
1,567.00,6_52to5_52,9.515,2
1,567.00,9_42to9_41,10.006666666666666,3
1,567.00,9_57to9_56,6.333333333333333,3
1,567.00,9_54to9_53,10.0,1
1,567.00,8_58to7_58,0.0,22
1,567.00,9_48to9_47,10.0,3
1,567.00,8_54to8_55,0.0,13
1,567.00,9_37to9_36,5.824,5
1,567.00,7_54to6_54,0.8333333333333334,6
1,567.00,9_56to9_55,12.536666666666667,6
1,567.00,9_56to8_56,0.0,1
1,567.00,8_55to8_56,0.0,12
1,567.00,7_57to8_57,2.81,12
1,567.00,9_40to9_39,0.0,1
1,567.00,9_43to9_42,5.84375,8
1,567.00,9_55to9_54,17.095,2
1,567.00,9_52to9_51,11.766666666666666,3
1,567.00,9_33to9_32,22.22,1
1,568.00,9_34to9_33,0.0,4
1,568.00,Madison_56toPark_56,7.91,1
