date,time,edge,avg_speed,num_vehicles
1,1374.00,5_50toMadison_50,10.0,1
1,1374.00,8_54to8_55,0.0,2
1,1374.00,Madison_38toPark_38,3.635,2
1,1374.00,8_32to7_32,10.0,1
1,1374.00,7_42to6_42,0.0,1
1,1374.00,7_47to7_46,18.91,1
1,1374.00,8_32to8_33,0.0,2
1,1374.00,9_34to9_33,4.045,6
1,1374.00,9_47to9_46,8.97,1
1,1374.00,Lexington_49toPark_49,0.0,8
1,1374.00,Lexington_51toPark_51,0.0,9
1,1374.00,Lexington_45toPark_45,0.0,10
1,1374.00,Madison_47to5_47,0.0,1
1,1374.00,8_56to8_57,0.0,6
1,1374.00,Lexington_42toPark_42,0.0,9
1,1374.00,9_40to9_39,2.5,4
1,1374.00,8_57to8_58,0.0,6
1,1374.00,9_52to9_51,0.0,1
1,1374.00,7_45to7_44,10.0,1
1,1374.00,6_34to5_34,9.0,1
1,1374.00,8_41to8_42,0.0,29
1,1374.00,7_48to6_48,0.0,1
1,1374.00,Lexington_41toPark_41,0.0,10
1,1374.00,9_38to9_37,2.5,4
1,1374.00,Lexington_53toPark_53,0.0,9
1,1374.00,Madison_45to5_45,0.0,2
1,1374.00,6_42to5_42,10.0,1
1,1374.00,7_58to6_58,0.0,1
1,1374.00,9_42to9_41,5.0,2
1,1374.00,5_55to5_54,10.0,1
1,1374.00,8_37to8_38,0.0,1
1,1374.00,6_57to7_57,0.0,3
1,1374.00,Lexington_37toPark_37,0.0,9
1,1374.00,Lexington_47toPark_47,0.42699999999999994,10
1,1374.00,6_47to6_48,0.0,1
1,1374.00,Park_52toLexington_52,16.58,1
1,1374.00,Park_32toPark_33,2.11,8
1,1374.00,8_40to8_41,0.0,4
1,1374.00,6_43to6_44,0.0,3
1,1374.00,Lexington_31toPark_31,0.0,7
1,1374.00,9_44to8_44,0.0,1
1,1374.00,Madison_39to5_39,0.0,4
1,1374.00,Lexington_57toPark_57,0.0,8
1,1374.00,Madison_56toMadison_57,10.0,1
1,1374.00,9_48to8_48,0.0,1
1,1374.00,Madison_56toPark_56,5.65,1
1,1374.00,Madison_30toMadison_31,0.0,3
1,1374.00,Madison_31to5_31,0.0,10
1,1374.00,Park_40toLexington_40,8.49,1
1,1374.00,Madison_57to5_57,0.0,7
1,1374.00,9_34to8_34,19.91,1
1,1374.00,Park_33toPark_34,7.5,1
1,1374.00,8_39to8_40,0.0,3
1,1374.00,8_58to7_58,0.0,23
1,1374.00,Madison_53to5_53,0.0,1
